candidate_id,raw_id,source_id,title,candidate_asset_symbol,source_quality_score,text_quality_score,timeliness_score,duplicate_score,relevance_score,duplicate_count,overall_quality,grade,recommended_action,quality_flags
cand_00493,news:1033:142b8f3448f3025c,news:jin10,伊朗外交部发言人：美国的威胁不会影响德黑兰的决策,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00495,2057265471179940180,webhook,"JUST IN: #Bitcoin is now over $77,500 🔥 https://t.co/aXQnN7xJSn",BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00496,news:1033:603dbf1892193314,news:jin10,美国军方：美国海军陆战队周三登上了一艘悬挂伊朗国旗的商业油轮,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00498,news:1033:2f419f060c765c49,news:jin10,伊朗外交部发言人：我们强调伊朗对霍尔木兹海峡的主权问题,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00503,news:1033:5216938559cf4f5e,news:jin10,伊朗外交部发言人：伊朗目前正在研究美国的观点,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00505,2057264506972053922,webhook,The ABC’s,,100,50,70,100,20,0,63.0,garbage,archive,"short_title,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00507,news:1033:4f529d3e685c519c,news:jin10,伊朗外交部发言人：美国必须证明其善意，并结束对伊朗船只的“海盗行为”,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00508,news:1033:3c25ec2f05273783,news:jin10,乌克兰总统泽连斯基：连续表态（共 3 条）,,100,100,70,40,0,1,61.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset,potential_duplicate"
cand_00509,news:1033:7d3b3e8bf7132c9a,news:jin10,乌克兰总统泽连斯基：连续表态（共 2 条）,,100,100,70,40,0,1,61.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset,potential_duplicate"
cand_00515,news:1033:1d1c28d1d8c5af87,news:jin10,伊朗外交部发言人：伊美双方继续通过巴基斯坦中介交换信息,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00522,2057259542304665842,webhook,"🚨LATEST: SpaceX officially files for IPO.

The details include:

1. Ticker: $SPCX
2. Valuation: $1.75T to $2T
3. Raise:",,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00527,news:1033:ebc14d38742c15f1,news:jin10,乌克兰总统泽连斯基：已经在着手加强这一方向的防御，同时也在对白俄罗斯以及俄罗斯境内部分构成威胁的地区采取预防性措施,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00531,news:1033:d3e8bf7a331ddc13,news:jin10,乌克兰总统泽连斯基：今天就白俄罗斯-布良斯克地区的局势进行了详细讨论,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00547,2057255835148189888,webhook,"🔥 NOW: hyperliquid:native just broke past $55K.

New ATH soon?",,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00548,news:2012:6eec765f28201840,news:odaily_exchange_gap,日韩股市高开,,100,70,70,100,20,0,68.0,garbage,archive,"short_title,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00554,2057254284350419217,webhook,"GitHub 被黑涉及的VS 插件 Nx Console
👇",,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00567,news:1033:2c47d858086fee3c,news:jin10,英国政府：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00569,2057250275585593822,webhook,"Trading Trail Week 2 begins 🏔️

▸ New level unlocked: Up to $500 in cash rewards
▸ Extra $10 reward for new users comple",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00573,2057250019124945095,webhook,Eric Trump：加密行业正在进行两场竞赛,BTC,100,70,70,100,100,0,88.0,potential,continue_classify,"spam_keyword,missing_source_lag"
cand_00580,2057248113191227675,webhook,On Science https://t.co/2SzNmG44LD,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00582,2057247293288448403,webhook,🐐🐐🐐,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00584,2057246155596071296,webhook,He was a consul of Rome,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00592,news:1033:83383720b02fe3e5,news:jin10,以军总参谋长：军队处于“最高级别戒备状态”,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00593,news:1033:3af39c47bc700d12,news:jin10,乌克兰总统泽连斯基与塞尔维亚总统武契奇进行了电话交谈,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00594,news:1033:5a54c0f85ef76fd5,news:jin10,据国际文传电讯社：俄罗斯获得向印度尼西亚出口牛肉的权利,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00597,2057241924025856343,webhook,🙂‍↔️,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00604,2057239139796369648,webhook,😭😭😭,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00605,2057239055075618875,webhook,Plumbing is the new spaghetti 🍝,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00607,2057238705866182931,webhook,"NEW: Scientists detected a mysterious solar radio signal that lasted nearly three weeks and pulsed ""like a heartbeat"" ev",,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00608,2057238691655913771,webhook,JUST IN: Strive's $SATA is estimated to have raised enough money to buy 132 #Bitcoin today with 6 trading days to ex-div,BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00611,news:1033:6ed9d157e8bca96d,news:jin10,加拿大外交部长：加拿大将召见以色列大使，抗议对加沙船队成员的不可接受待遇,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00614,news:1033:85439fc8270a3300,news:jin10,据沙特媒体Alhadath：巴基斯坦内政部长在德黑兰会见伊朗总统佩泽希齐扬,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00616,news:1033:515020cb4036464c,news:jin10,以色列驻美国大使：任何与伊朗达成的潜在协议都必须基于不信任原则，并接受全面核查,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00618,news:1033:eba0a340d50e9d76,news:jin10,伊朗外交部发言人：谈判正通过巴基斯坦中间人继续进行,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00619,news:1033:e2987c2fab51fca0,news:jin10,伊朗外交部发言人：我们正与许多国家保持密切沟通，以确保其船只安全通过霍尔木兹海峡，不受损害,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00622,news:1033:e79850f73f197efe,news:jin10,伊朗外交部发言人：不能允许美国和以色列通过霍尔木兹海峡，因为这会影响我们的国家安全,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00623,news:1033:21baec823219243e,news:jin10,英国央行副行长布里登：金融稳定面临的风险显著且高企,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00627,2057232223812960707,webhook,We really a leaderboard,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00629,news:1033:0824552979a6895d,news:jin10,俄罗斯总统普京访华期间两国元首会晤成果文件清单,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00630,2057231680927338555,webhook,"Cash is king, king made",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00638,2057230596259373506,webhook,.@tolybot out lasted bankless,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00642,news:1033:4adfb2587898aab0,news:jin10,英国央行行长贝利：我们没有看到国债市场出现无序状况,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00645,2057229152655380893,webhook,"🔥 INSIGHT: Marc Andreessen says AI could surpass the internet, electricity, and steam power in importance to humanity.",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00648,news:1033:b2f2cbf9412a4d0c,news:jin10,市场定价显示，交易员不再完全预期2026年将有两次英国央行加息,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00651,news:1033:68913ca683b66407,news:jin10,美国至5月15日当周EIA战略石油储备库存 -992万桶，前值-860.5万桶,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00653,2057227633025237413,webhook,"🚨 UPDATE: Elon Musk will remain CEO, CTO, and Chairman of the Board of SpaceX following the company’s IPO. https://t.co/",,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00668,2057224431961788857,webhook,⛴️🚢🛳️,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00669,2057224387967725584,webhook,🤯🤯🤯,,100,10,70,100,20,0,53.0,garbage,archive,"short_title,emoji_heavy,special_char_heavy,thin_content,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00670,news:1033:e3ae9ecefa9091aa,news:jin10,据阿拉伯电视台：消息人士表示，巴基斯坦陆军参谋长可能于明天访问伊朗，宣布协议文本的最终版本,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00672,news:1033:55359abef019795e,news:jin10,普京结束访华 将乘专机离开北京,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00673,news:1033:8dc71e1ab61f4c23,news:jin10,乌克兰高级安全官员：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00674,news:1033:c6af64cb32d50500,news:jin10,英国央行行长贝利：英国国家统计局在改善劳动统计方面取得了显著进展,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00675,2057222800260100529,webhook,The SpaceX IPO is going to be a once in a lifetime bonanza for the tech industry.,,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00679,news:1033:793e7f2722f9d2a3,news:jin10,英国央行副行长布里登：令人惊讶的是，企业告诉我他们并没有替换离职员工，这对生产力有利，但对入门级职位不利,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00680,news:1033:0debeb33eda6dd25,news:jin10,以色列国防军：一名军官在黎巴嫩遭到爆炸无人机袭击，受重伤,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00682,2057220584891687239,webhook,JUST IN: Artemis astronauts confronted by a man at the Capitol who insists they never went to space.,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00683,news:1033:eb0aee1b265643d5,news:jin10,据The Information：谷歌将其人工智能编码工具定位为高性价比选择,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00685,news:1033:a36ba644a6551fa8,news:jin10,伊朗议会议长卡利巴夫：我们必须让敌人感到绝望，以便在谈判中迫使他们接受我们人民的正当要求,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00691,news:1033:68e9c75d96f93248,news:jin10,法国外交部长：法国召见以色列大使，因对加沙船队乘客的处理,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00696,news:1033:8aad293712f8bb87,news:jin10,据沙特媒体Alhadath：巴基斯坦内政部长在德黑兰会见伊朗革命卫队指挥官,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00700,2057218264816566747,webhook,"🚨 🚨 🚨 🚨 🚨  123,999,999 $PYUSD (124,021,689 USD) transferred from #Paxos to unknown wallet

https://t.co/uQsUzzCyTj",,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00703,2057217484147630529,webhook,🔥 LATEST: Elon Musk’s SpaceX holds $1.45 billion in Bitcoin. https://t.co/VQyttop5mL,BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00711,news:1033:30d1b0c48ceb2507,news:jin10,沙特外交大臣：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00714,2057215910247538722,webhook,"🚨 🚨 🚨 🚨 🚨  73,179,900 $XRP (100,318,353 USD) transferred from unknown wallet to unknown wallet

https://t.co/E2T0uv3GLM",XRP,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00716,2057215695247544397,webhook,JUST IN: NASA to hold a live news event on May 26 to share updates on its Moon base &amp; lunar exploration plans.,,100,70,70,100,20,0,68.0,garbage,archive,"spam_keyword,missing_source_lag,missing_asset,low_crypto_relevance"
cand_00722,2057214783414513987,webhook,"🤖 AI COULD EVEN TAKE THE BARBER’S JOB IN CHINA

China just showed off a robotic barber that can cut hair, proving AI aut",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00726,news:1033:239c74785916471a,news:jin10,以色列总理内塔尼亚胡：我们有完全的权利阻止哈马斯支持者的挑衅舰队进入我们的领海并抵达加沙,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00727,news:1033:8727f27c618e6bcd,news:jin10,英国央行行长贝利：政府应当牢记，大规模财政措施的成本最终还是会回到自己身上,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00731,news:1033:848337ab3563ddd0,news:jin10,英国央行行长贝利：期货曲线相对平稳,,100,80,70,100,0,0,65.5,garbage,archive,"thin_content,missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00733,2057213525119181139,webhook,"🤖 INTERESTING: Agibot showcased its A3 humanoid performing advanced gymnastic moves, including flips and flares, highlig",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00734,news:1033:35494d9c8f82032a,news:jin10,伊朗议会议长卡利巴夫：伊朗军队已具备令敌人震惊的准备状态，必将让任何对伊朗的再次侵犯追悔莫及,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00741,news:1033:0fc28171669acd80,news:jin10,美股开盘，道指开涨0.31%，标普500指数涨0.29%，纳指涨0.49%,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00749,news:1033:741cff8d0ce743a0,news:jin10,英国央行行长贝利：降息预期的消除已导致政策收紧,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00750,news:1033:fd4cf5edcca2e716,news:jin10,英国央行行长贝利：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00751,news:1033:c16c6dc534b32975,news:jin10,市场消息：英国央行行长贝利、英国央行副行长布里登、英国央行货币政策委员丁格拉和英国央行货币政策委员曼恩开始向英国立法者作…,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00754,2057209815781302512,webhook,🚨 LATEST: Most top $BTC traders on Hyperliquid are currently holding long positions. https://t.co/F5n1xVBGip,BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00755,news:1033:340f5f9fdd207262,news:jin10,数据显示：俄罗斯4月黄金持有量降至7390万盎司,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00757,news:1033:74010fa093091ba7,news:jin10,北约秘书长吕特：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00762,news:1033:36daf845dbeea1c2,news:jin10,伊朗最高领袖：伊朗官员肩负重任,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00764,2057208250404094179,webhook,🚨 JUST IN: SpaceX has officially filed for an IPO under the ticker $SPCX. https://t.co/MY5mkqGusZ,,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00765,news:1033:887a395f13617166,news:jin10,伊朗前外长扎里夫：我们不需要背信弃义者提供的保证,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00766,news:1033:b52021d465f760f2,news:jin10,美国软件公司财捷集团（INTU.N）将裁员17%以精简运营，聚焦人工智能,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00767,news:1033:9ee4616510553c81,news:jin10,据伊朗伊斯兰共和国通讯社（IRNA）：伊朗和巴基斯坦内政部长会晤，双方就政治、经济、边界和安全等议题进行了讨论,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00768,2057207642637082960,webhook,Pre ETH https://t.co/dxRXimZwcR,ETH,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00769,2057207487196168234,webhook,Pre AGI https://t.co/9u1UUEi0ta,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00773,news:1033:fba4a618499f1e23,news:jin10,声明显示：哥伦比亚民族军反政府武装宣布为总统选举单方面停火三天,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00779,news:1033:88f2aa1cc1dc4396,news:jin10,阿斯麦(ASML.O)CEO：连续表态（共 4 条）,,100,100,70,40,0,1,61.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset,potential_duplicate"
cand_00782,news:1033:b44b6bdeb14fbaca,news:jin10,阿斯麦(ASML.O)CEO：连续表态（共 5 条）,,100,100,70,40,0,1,61.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset,potential_duplicate"
cand_00784,2057205130399793279,webhook,NEW: PepsiCo is reportedly preparing to raise prices on some smaller Frito-Lay chip bags.,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00787,2057204814530900175,webhook,"🚨 UPDATE: Meta is reportedly laying off around 8,000 employees, or roughly 10% of its workforce, as the company ramps up",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00788,2057204811246768161,webhook,"$MSTR &amp; $STRC Retail Investor Q&amp;A with @PhongLe, hosted by @NatBrunell
https://t.co/G0frA3Ekem",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00795,2057203462056591434,webhook,"Pretty strong day on the markets.

Altcoins are trending heavier than Bitcoin. 

I do think this will continue to be the",BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00796,2057203266815983859,webhook,JUST IN: 🇺🇸 Pro-Bitcoin Congressman Tom Emmer says “CBDC is the ultimate surveillance tool that should NEVER have a plac,BTC,100,100,70,100,100,0,95.5,potential,continue_classify,missing_source_lag
cand_00798,2057202826812522877,webhook,JUST IN: Elon Musk's SpaceX officially files for IPO under ticker $SPCX. https://t.co/VQ0TmSSz5D,,100,100,70,100,65,0,86.75,potential,continue_classify,"missing_source_lag,missing_asset"
cand_00802,news:1033:b51d771617d7002c,news:jin10,亚马逊创始人贝索斯：人工智能与犁、蒸汽机的发明意义并无不同,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00804,2057200691051901135,webhook,NEW: “Stop Hiring Humans” billboard appears in New York City.,,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00805,news:1033:256c0de6948ff4b6,news:jin10,亚马逊创始人贝索斯：连续表态（共 2 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00809,news:1033:947956e0eb8fc7b3,news:jin10,据华尔街日报：Meta公司开始裁员数千名员工，以适应人工智能转型,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00813,news:1033:3de4809eb8fb47ee,news:jin10,阿布扎比国家石油公司首席执行官：恢复全面运营能力视具体情况而定，可能需要几周或几个月,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00814,news:1033:713946f7cc3c3014,news:jin10,马士基：因中东安全局势，将对全球其它地区至海湾上游国家的紧急应急附加费进行调整,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00816,news:1033:880da7259d2feddc,news:jin10,阿布扎比国家石油公司首席执行官：阿布扎比国家石油公司仍在评估冲突造成的损失和成本,,100,70,70,100,0,0,63.0,garbage,archive,"spam_keyword,missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00823,news:1033:21d11d8550792b3b,news:jin10,阿布扎比国家石油公司首席执行官：连续表态（共 4 条）,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00824,news:1033:f40d128eeaced19d,news:jin10,伊朗革命卫队海军指挥官：过去24小时内，有26艘船只（包括油轮、集装箱船和其他商船）在革命卫队海军的协调和安保下通过了霍…,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00825,news:1033:ed2d13df221cb358,news:jin10,阿布扎比国家石油公司首席执行官：在欧佩克之外，阿联酋将继续在能源市场中保持有序、负责任和稳定的力量,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00827,2057194961196503444,webhook,"🚨 ALERT: Food prices could rise globally as fertilizer prices jump 44% since the Iran war began, hitting the highest lev",,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics"
cand_00829,2057194922420125912,webhook,"JUST IN: Nvidia $NVDA reports $81.6 billion in revenue for Q1 2026, higher than expectations.",,100,100,70,100,20,0,75.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance"
cand_00830,news:1033:1f3d31e0e83e3339,news:jin10,以色列军方：我们在周一袭击了位于黎巴嫩南部图尔地区的真主党武器生产设施,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,off_topic_macro_or_politics,macro_wire_without_asset"
cand_00832,news:1033:a7f289f77df4d8ae,news:jin10,阿布扎比国家石油公司首席执行官：全球备用产能约为每日300万桶，应达到每日500万桶,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00833,news:1033:b8acdeb1ff87b5b3,news:jin10,乌克兰总统泽连斯基：乌克兰将对白俄罗斯采取“非公开措施”,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00834,news:1033:e63af97484f6166a,news:jin10,阿布扎比国家石油公司首席执行官：我们在2025年推进了绕过霍尔木兹海峡的新管道项目，如今该项目已完成50%,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00836,news:1033:7032b748b6a076ec,news:jin10,阿布扎比国家石油公司首席执行官：我们利用自身的贸易网络扩大了对亚洲的供应,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00837,news:1033:c66206111915fa55,news:jin10,阿布扎比国家石油公司首席执行官：一旦你接受一个国家可以将世界上最重要的水道作为“人质”，自由航行的概念就结束了,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
cand_00838,news:1033:aecc071e1adafe28,news:jin10,乌克兰总统泽连斯基：乌克兰将在国内北部加强军力，以便在俄罗斯向切尔尼戈夫-基辅方向发起攻势时做好应对准备,,100,100,70,100,0,0,70.5,garbage,archive,"missing_source_lag,missing_asset,low_crypto_relevance,macro_wire_without_asset"
