manual_decision,manual_event_type_l1,manual_event_type_l2,manual_primary_asset_symbol,manual_channel_route,manual_useful_for_research,manual_notes,label_source,candidate_id,published_at,published_at_utc,published_at_china,backtest_time,backtest_time_utc,backtest_time_china,source_timezone,source_timezone_assumption,title,content,source,url,primary_asset_symbol,candidate_asset_symbol,event_type_l1,event_type_l2,event_scope,publish_decision,research_priority,channel_route,tradability_tier,tradability_tier_reason,relevance_score_realtime,discard_reason,relevance_flags,detected_entity_names,entity_flags,suggested_manual_decision,suggested_manual_event_type_l1,suggested_manual_event_type_l2,suggested_manual_primary_asset_symbol,suggested_manual_channel_route,suggested_manual_useful_for_research,auto_label_confidence,auto_label_reasons,auto_label_apply,auto_prefilled,manual_review_required,label_origin,manual_filled,auto_apply,auto_conf,relevance_score,event_scope_norm,event_type_norm,label_source_norm,review_required,label_origin_norm,asset_missing,review_priority_score,review_focus
discard,regulation_macro,macro,,macro_policy,no,auto_provisional(conf=0.95),discard_audit,cand_00066,2026-05-19 08:57:43 UTC+8,2026-05-19T00:57:43Z,2026-05-19 08:57:43 UTC+8,2026-05-19 08:57:43 UTC+8,2026-05-19T00:57:43Z,2026-05-19 08:57:43 UTC+8,Asia/Shanghai,source_rule:news:jin10,沃什周五将宣誓就任美联储主席 宣誓仪式由特朗普主持,据福克斯商业频道周一援引白宫官员的话报道称，沃什将于周五在白宫举行的仪式上宣誓就任美联储主席，仪式将由特朗普主持。美国参议院周三批准沃什出任美联储主席，这位56岁的律师兼金融家将执掌美国央行。当前美联储正面临日益加剧的通胀压力 ，这可能使特朗普所要求的降息举措难以推行。作为特朗普提名的美联储主席人选，沃什的上任有望为特朗普政府与美联储的关系带来新开端。此前八年间，白宫与美联储之间摩擦不断，又经历了全球疫情和与高通胀的斗争。沃什将从鲍威尔手中接过领导权。,news:jin10,https://www.jin10.com/detail/20260519005743395800.html,,,regulation_macro,macro,market_wide,discard,discard,macro_policy,T2,market_wide_or_policy_event,64.5,low_crypto_relevance,,Federal Reserve|CPI|Interest Rate,,discard,regulation_macro,macro,,macro_policy,no,0.95,"publish_decision=discard,channel_route=macro_policy,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.95,64.5,market_wide,regulation_macro,discard_audit,True,auto_provisional,True,87.78,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
discard,regulation_macro,macro,,macro_policy,no,auto_provisional(conf=0.95),discard_audit,cand_00067,2026-05-19 08:53:24 UTC+8,2026-05-19T00:53:24Z,2026-05-19 08:53:24 UTC+8,2026-05-19 08:53:24 UTC+8,2026-05-19T00:53:24Z,2026-05-19 08:53:24 UTC+8,Asia/Shanghai,source_rule:news:jin10,白宫官员：美国总统特朗普将于周五举行美联储主席提名人沃什的宣誓就职仪式,白宫官员：美国总统特朗普将于周五举行美联储主席提名人沃什的宣誓就职仪式。,news:jin10,https://www.jin10.com/detail/20260519005324785800.html,,,regulation_macro,macro,market_wide,discard,discard,macro_policy,T2,market_wide_or_policy_event,64.5,"duplicate_non_primary,low_crypto_relevance",,Federal Reserve,,discard,regulation_macro,macro,,macro_policy,no,0.95,"publish_decision=discard,channel_route=macro_policy,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.95,64.5,market_wide,regulation_macro,discard_audit,True,auto_provisional,True,87.78,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
discard,regulation_macro,macro,,macro_policy,no,auto_provisional(conf=0.95),discard_audit,cand_00072,2026-05-19 08:44:12 UTC+8,2026-05-19T00:44:12Z,2026-05-19 08:44:12 UTC+8,2026-05-19 08:44:12 UTC+8,2026-05-19T00:44:12Z,2026-05-19 08:44:12 UTC+8,Asia/Shanghai,source_rule:news:jin10,据福克斯商业：美联储主席提名人沃什将于周五在白宫宣誓就职，宣誓仪式将由特朗普主持,据福克斯商业：美联储主席提名人沃什将于周五在白宫宣誓就职，宣誓仪式将由特朗普主持。,news:jin10,https://www.jin10.com/detail/20260519004412480800.html,,,regulation_macro,macro,market_wide,discard,discard,macro_policy,T2,market_wide_or_policy_event,64.5,"duplicate_non_primary,low_crypto_relevance",,Federal Reserve,,discard,regulation_macro,macro,,macro_policy,no,0.95,"publish_decision=discard,channel_route=macro_policy,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.95,64.5,market_wide,regulation_macro,discard_audit,True,auto_provisional,True,87.78,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
discard,regulation_macro,macro,,macro_policy,no,auto_provisional(conf=0.95),discard_audit,cand_00370,2026-05-19 02:35:14 UTC+8,2026-05-18T18:35:14Z,2026-05-19 02:35:14 UTC+8,2026-05-19 02:35:14 UTC+8,2026-05-18T18:35:14Z,2026-05-19 02:35:14 UTC+8,Asia/Shanghai,source_rule:news:jin10,据日经新闻：巴西外长表示，巴西准备增加对日本的原油出口,据日经新闻：巴西外长表示，巴西准备增加对日本的原油出口。,news:jin10,https://www.jin10.com/detail/20260518183514777800.html,,,regulation_macro,macro,market_wide,discard,discard,macro_policy,T2,market_wide_or_policy_event,64.5,"duplicate_non_primary,low_crypto_relevance",,Crude Oil,,discard,regulation_macro,macro,,macro_policy,no,0.95,"publish_decision=discard,channel_route=macro_policy,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.95,64.5,market_wide,regulation_macro,discard_audit,True,auto_provisional,True,87.78,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
discard,regulation_macro,macro,,macro_policy,no,auto_provisional(conf=0.95),discard_audit,cand_00398,2026-05-19 02:03:56 UTC+8,2026-05-18T18:03:56Z,2026-05-19 02:03:56 UTC+8,2026-05-19 02:03:56 UTC+8,2026-05-18T18:03:56Z,2026-05-19 02:03:56 UTC+8,Asia/Shanghai,source_rule:news:jin10,日本经济再生大臣赤泽亮正：巴西是与我们建立了紧密贸易与投资关系的重要伙伴，同时也是全球第九大产油国,日本经济再生大臣赤泽亮正：巴西是与我们建立了紧密贸易与投资关系的重要伙伴，同时也是全球第九大产油国。我们将进一步深化在原油供应、投资环境改善以及关键矿产保障等方面的合作关系。,news:jin10,https://www.jin10.com/detail/20260518180356147800.html,,,regulation_macro,macro,market_wide,discard,discard,macro_policy,T2,market_wide_or_policy_event,64.5,"duplicate_non_primary,low_crypto_relevance",,Crude Oil,,discard,regulation_macro,macro,,macro_policy,no,0.95,"publish_decision=discard,channel_route=macro_policy,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.95,64.5,market_wide,regulation_macro,discard_audit,True,auto_provisional,True,87.78,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
discard,regulation_macro,macro,,macro_policy,no,auto_provisional(conf=0.95),discard_audit,cand_00219,2026-05-19 05:32:20 UTC+8,2026-05-18T21:32:20Z,2026-05-19 05:32:20 UTC+8,2026-05-19 05:32:20 UTC+8,2026-05-18T21:32:20Z,2026-05-19 05:32:20 UTC+8,Asia/Shanghai,source_rule:news:jin10,小摩：本月美债收益率的大幅上升或已接近峰值,本月美国国债收益率的大幅上升可能已接近峰值。摩根大通的分析师表示：“我们不再认为风险倾向于更高的收益率。”他们表示：“货币市场定价的政策结果比我们的基本情景更为鹰派，且估值已出现回调。”据CME数据，市场大多预计美联储将维持利率不变，但加息的可能性也在增加。长期债券看起来估值较低。摩根大通表示：“我们认为，这种看跌的重新定价为增加久期提供了机会。”,news:jin10,https://www.jin10.com/detail/20260518213220431800.html,,,regulation_macro,macro,market_wide,discard,discard,macro_policy,T2,market_wide_or_policy_event,64.5,low_crypto_relevance,,Federal Reserve|Interest Rate,,discard,regulation_macro,macro,,macro_policy,no,0.95,"publish_decision=discard,channel_route=macro_policy,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.95,64.5,market_wide,regulation_macro,discard_audit,True,auto_provisional,True,87.78,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
discard,regulation_macro,macro,,macro_policy,no,auto_provisional(conf=0.95),discard_audit,cand_00344,2026-05-19 03:13:11 UTC+8,2026-05-18T19:13:11Z,2026-05-19 03:13:11 UTC+8,2026-05-19 03:13:11 UTC+8,2026-05-18T19:13:11Z,2026-05-19 03:13:11 UTC+8,Asia/Shanghai,source_rule:news:jin10,1. 与内塔尼亚胡通话，讨论重启对伊战事可能性——据以媒报道，以色列总理内塔尼亚胡与特朗普通电话，讨论重启对伊朗军事行动…,1. 与内塔尼亚胡通话，讨论重启对伊战事可能性——据以媒报道，以色列总理内塔尼亚胡与特朗普通电话，讨论重启对伊朗军事行动的可能性。官员称，若美国恢复对伊朗军事行动，预计以美两国将联合发起空袭。2. 与李在明通话，讨论韩美联合事实清单——韩国总统李在明与特朗普通电话，韩国政府称，双方讨论了韩美联合事实清单问题。3. 威胁伊朗：时间在流逝，最好赶快行动——特朗普在社交媒体上谈及伊朗问题时表示：“对于伊朗而言，时间正在流逝；他们最好立刻行动起来，而且要快！否则，他们将彻底不复存在。时间至关重要！”4. 会晤国安高层，讨论伊朗战争的下一步走向——据CNN报道，一位知情人士表示，特朗普周六会见了其国家安全团队的高级成员，讨论伊朗战争的下一步走向。随后他周日在社交媒体发文，警告伊朗尽快行动，以避免一无所有。5. 向伊朗发出武力威胁，周二将讨论军事行动选项——特朗普在与Axios的通话中表示，伊朗的“时间不多了”，并警告说，如果伊朗政权不提出更好的协议，“他们将遭受更沉重的打击”。两名美国官员透露，特朗普预计将于周二在战情室与其高级国家安全团队举行会议，讨论军事行动的选项。6. 仍认为伊朗希望达成协议——据AXIOS：特朗普表示，他仍然认为伊朗希望达成协议，并表示他正在等待伊朗提出更新的方案，希望新方案能比几天前提出的方案更好。他拒绝给出与伊朗谈判的具体期限。7. 抨击一众议员，呼吁将其赶下台——特朗普：肯塔基州联邦众议员汤姆·马西是个糟糕透顶的家伙。他投票反对减税、反对修建边境墙、反对支持我们的军队和执法部门。呼吁该州选民在周二用选票把其赶下台。8. 美参议员敦促特朗普恢复对伊朗的打击——共和党参议员格雷厄姆周日呼吁特朗普恢复对伊朗的军事打击，他指出，停滞不前的停火局势以及霍尔木兹海峡的封闭，正增强伊朗的实力，与此同时却给美国国内造成了经济痛苦。9. 美格陵兰岛特使抵达当地首府——特朗普的格陵兰岛特使杰夫·兰德里抵达当地首府努克，兰德里定于5月19日至20日出席“未来格陵兰”商业峰会，届时将由美国驻丹麦大使肯尼思·豪厄里陪同。10. 分享AI生成的与外星人的合照——特朗普在社媒上分享了一张人工智能生成的与外星人的合照。11. 接受媒体采访，畅谈关税、通胀等问题——特朗普接受了《财富》杂志的采访，畅谈了关于关税、通胀、AI以及“继承者”等种种话题。他承认，短期内降息难以实现：“在战争结束前，你根本没法去看那些数据。”谈及继任者，他表示选择至关重要。,news:jin10,https://www.jin10.com/detail/20260518191311448800.html,,,regulation_macro,macro,market_wide,discard,discard,macro_policy,T2,market_wide_or_policy_event,64.5,"opinion_or_analysis,low_crypto_relevance",,CPI|Interest Rate|AI,opinion_or_analysis,discard,regulation_macro,macro,,macro_policy,no,0.95,"publish_decision=discard,channel_route=macro_policy,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.95,64.5,market_wide,regulation_macro,discard_audit,True,auto_provisional,True,87.78,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
discard,regulation_macro,regulation,,macro_policy,no,auto_provisional(conf=0.95),discard_audit,cand_00396,2026-05-19 02:05:17 UTC+8,2026-05-18T18:05:17Z,2026-05-19 02:05:17 UTC+8,2026-05-19 02:05:17 UTC+8,2026-05-18T18:05:17Z,2026-05-19 02:05:17 UTC+8,Asia/Shanghai,default_china,"Stock Market Today: S&P 500, Dow Jones Slip as Oil Prices and Treasury Yields Rise","US stocks slipped as rising oil prices and Treasury yields pressured tech shares ahead of Nvidia earnings and fresh inflation concerns.

The S&P 500 slipped 0.2% while the Nasdaq Composite dropped 0.7% on Monday, extending losses for a second straight session as rising oil prices and bond yields weighed on investor sentiment. In contrast, the Dow Jones Industrial Average edged up 0.1%, highlighting a growing divergence across major indices.

The pullback comes just days after record highs. So, what changed so quickly? A mix of inflation concerns, geopolitical risks, and sector-specific weakness has started to challenge the market’s momentum.

Oil prices continued to climb, with West Texas Intermediate trading above $107 per barrel and Brent crude near $111 . These gains reflect ongoing tensions in the Middle East and uncertainty around the Strait of Hormuz.

Why does this matter for stocks? Higher oil prices tend to fuel inflation, which in turn keeps interest rates elevated. That combination often pressures equities, especially growth-oriented sectors.

At the same time, global bond yields remain elevated. The U.S. 30-year Treasury yield recently reached its highest level in about a year, while long-term yields in the U.K. and Japan also climbed to multi-decade highs.

This rise in yields has a direct impact on tech stocks. As borrowing costs increase, future earnings become less attractive in present value terms. That dynamic has started to weigh heavily on the Nasdaq.

Technology shares, which drove much of the recent rally, faced renewed selling pressure. The Nasdaq-100 index had already posted its worst daily drop in weeks on Friday, and weakness carried into Monday’s session.

The semiconductor space stood out. Seagate shares fell 7% after its CEO warned that new factory capacity would take longer to come online. That comment raised concerns about whether the industry can keep up with surging demand.

Micron Technology also declined around 2%, reflecting broader worries about supply constraints in the memory chip market. These developments come at a critical time, as investors prepare for Nvidia’s upcoming earnings report.

Could this signal a turning point for the AI-driven rally? Not necessarily—but it does highlight growing sensitivity to execution risks within the sector.

Recent economic data has reinforced concerns about persistent inflation. Both consumer and producer price reports came in hotter than expected, suggesting that price pressures remain entrenched.

This complicates the outlook for monetary policy. Investors now see a lower probability of near-term rate cuts from the Federal Reserve, which removes a key support for equities.

Market participants are asking a simple question: can stocks continue to rally without easing financial conditions? The answer remains uncertain, especially with oil prices adding fresh inflationary pressure.

Tensions between the United States and Iran continue to influence market behavior. Negotiations have stalled, and rhetoric from both sides has intensified, keeping uncertainty high. U.S President Donald Trump threatened consequences for Iran if its leaders did not act quickly, saying “the Clock is Ticking” in a Truth Social post on Sunday.

The Strait of Hormuz remains a focal point. Any disruption to energy flows through this critical route has immediate consequences for global markets.

This backdrop has led some investors to adopt a more cautious stance. Profit-taking has started to emerge after the recent rally, particularly in high-growth sectors.

The near-term outlook hinges on several key factors. Nvidia’s earnings will likely set the tone for the tech sector, while oil prices and bond yields will continue to influence broader sentiment.

At the same time, developments in the Middle East could quickly shift market dynamics. A diplomatic breakthrough could ease pressure, while further escalation would likely have the opposite effect.

Now, markets appear to be entering a more volatile phase. After a strong run to record highs, investors are reassessing risks, and the balance between growth and inflation is once again in focus.

Don’t miss out and join our newsletter to get the latest, well-curated news from the crypto world!

https://coinpaper.com/17113/stock-market-today-s-and-p-500-dow-jones-slip-as-oil-prices-and-treasury-yields-rise",news:coinpaper,https://coinpaper.com/17113/stock-market-today-s-and-p-500-dow-jones-slip-as-oil-prices-and-treasury-yields-rise,,,regulation_macro,regulation,market_wide,discard,discard,macro_policy,T2,market_wide_or_policy_event,64.5,low_crypto_relevance,,Interest Rate|Nasdaq|Crude Oil,,discard,regulation_macro,regulation,,macro_policy,no,0.95,"publish_decision=discard,channel_route=macro_policy,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.95,64.5,market_wide,regulation_macro,discard_audit,True,auto_provisional,True,87.78,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
approve_publish,whale_position,whale_wallet_position,,alpha_candidate,yes,auto_provisional(conf=0.80),publish_review,cand_00142,2026-05-19 07:01:58 UTC+8,2026-05-18T23:01:58Z,2026-05-19 07:01:58 UTC+8,2026-05-19 07:01:58 UTC+8,2026-05-18T23:01:58Z,2026-05-19 07:01:58 UTC+8,Asia/Shanghai,source_rule:webhook,加密市场24小时清算金额达8.55亿美元,币界网消息，据Cointelegraph报道，过去24小时内，加密市场的清算金额达8.549亿美元，其中超过7.41亿美元来自多头头寸的清算。,webhook,,,,whale_position,whale_wallet_position,market_wide,human_review,medium,alpha_candidate,T1,direct_asset_event_with_price,64.75,,,US Dollar,,approve_publish,whale_position,whale_wallet_position,,alpha_candidate,yes,0.8,"publish_decision=human_review,channel_route=alpha_candidate,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.8,64.75,market_wide,whale_position,publish_review,True,auto_provisional,True,87.76,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
approve_publish,hack_security,protocol_incident,,alpha_candidate,yes,auto_provisional(conf=0.80),publish_review,cand_00357,2026-05-19 03:00:00 UTC+8,2026-05-18T19:00:00Z,2026-05-19 03:00:00 UTC+8,2026-05-19 03:00:00 UTC+8,2026-05-18T19:00:00Z,2026-05-19 03:00:00 UTC+8,UTC,source_rule:news:cryptonews,"ZachXBT offers $10,000 bounty for evidence against Hong Kong market maker HSBG","ZachXBT is offering up to $10,000 for insider evidence that Hong Kong market maker HSBG manipulated centralized exchange markets, including trades around RIVER.

On-chain sleuth ZachXBT has announced a bounty of up to $10,000 for whistleblowers who can provide credible insider evidence of market manipulation tied to Hong Kong market maker “Heisenberg Guru” (HSBG). In a post shared via his investigations channel, he claimed that HSBG has been involved in “multiple market manipulation incidents” on centralized exchanges, singling out trading around the token RIVER as one of the affected markets.

JUST IN: @zachxbt is offering up to $10K for intel on Hong Kong market maker Heisenberg Guru, also known as HSBG, over alleged links to multiple CEX market manipulation incidents, including $RIVER . pic.twitter.com/Y1xrTJoAuP

According to his statement, the goal of the bounty is to surface hard evidence that could substantiate or refute suspicions circulating in trading circles about HSBG’s tactics on order books. By explicitly framing the offer around “insider information,” ZachXBT is clearly aiming to reach people who have worked with, or inside, the market-making operation and have direct visibility into its strategies and instructions.

He also emphasized that the maximum payout is “up to” $10,000, implying that rewards will scale with the quality, relevance, and verifiability of the submissions rather than being a flat fee. That structure mirrors how he has handled other crowdsourced investigations, where documentation that can be independently confirmed often receives higher compensation than anonymous accusations.

In his call for information, ZachXBT named “Sion” and “Chao” as core members of the HSBG operation, effectively putting specific individuals, rather than just a trading handle, under the spotlight. He suggested that a broad range of materials could be eligible for rewards, including chat records, contracts, and other internal communications that shed light on how HSBG coordinates trading activity on centralized exchanges.

Potential whistleblowers are being asked to submit tips by sending him a private message on X, where he runs most of his public-facing investigative work. While he did not outline an explicit verification process in the initial announcement, his prior investigations have typically involved cross-checking on-chain data, platform logs, and corroborating testimony before publishing detailed reports.

The move underlines the growing role of independent on-chain investigators in policing grey-zone behavior in crypto markets, particularly in areas like thinly traded CEX listings where formal enforcement remains patchy. If the bounty surfaces credible documentation of manipulation linked to HSBG or any associated accounts, it could increase pressure on exchanges to revisit their relationships with certain market makers and potentially spur regulators to take a closer look at trading practices in the Hong Kong-linked segment of the market.",news:cryptonews,https://crypto.news/zachxbt-offers-10000-bounty-for-evidence-against-hong-kong-market-maker-hsbg/,,,hack_security,protocol_incident,market_wide,human_review,medium,alpha_candidate,T1,direct_asset_event_with_price,64.75,,,ZachXBT,,approve_publish,hack_security,protocol_incident,,alpha_candidate,yes,0.8,"publish_decision=human_review,channel_route=alpha_candidate,event_type_l1_specific,asset_missing",false,,true,auto_provisional,True,False,0.8,64.75,market_wide,hack_security,publish_review,True,auto_provisional,True,87.76,"no_auto_apply,missing_asset,manual_review_required,auto_provisional"
