event_id,asset_symbol,event_subtype,prefilter_passed,prefilter_blocks,prefilter_warnings,pre_event_abnormal_6h,price_in_5m,price_in_15m,price_in_1h,short_price_in_flag,price_in_flag,market_hours_block,title
cand_03583,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.000755,0.002833,0.002427,-0.001612,pass,moderate,false,Ether Bears Take Control With Drop to $2K: What Will Stop ETH Price Crash?
cand_03543,AAVE,etf_or_fund_flow,true,pass,none,0.001756,-0.001933,-0.000911,0.000684,pass,none,false,"Bitcoin, Ethereum ETFs Bleed as Crypto Funds Shed $1.07 Billion, Ending 6-Week Win Streak - Decrypt"
cand_03490,AAVE,etf_or_fund_flow,true,pass,none,0.002552,0.002733,0.005825,0.003647,pass,none,false,"Bank of England, FCA Set Out ‘Shared Vision’ for Tokenization - Decrypt"
cand_03470,ADA,etf_or_fund_flow,true,pass,none,0.004356,-0.001607,-0.002008,0.000805,pass,none,false,"Crypto Funds Post $1B in Outflows as Iran Tensions Weigh on Bitcoin, Ether"
cand_03426,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.001736,-0.000227,0.001249,0.003985,pass,none,false,Ethereum Founder Vitalik Buterin Says AI Verification Could Help Secure Crypto Networks - Decrypt
cand_03374,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.007152,0.003440,-0.002166,-0.007711,pass,none,false,Standard Chartered: $4T tokenized by 2028
cand_03370,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.005498,0.001333,-0.000517,-0.003450,pass,none,false,"Analyst Predicts Bitcoin And Ethereum Price For The Rest Of 2026, What To Expect | Bitcoinist.com"
cand_03357,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.009783,-0.001716,-0.002287,-0.011333,pass,none,false,Polymarket Users Spur Insider Trading Suspicions With $2.4 Million in Iran Prediction Wins - Decrypt
cand_03296,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.007424,0.001443,0.002376,0.006926,pass,none,false,Patrick Witt Teases ‘Breakthrough’ On US Bitcoin Reserve
cand_03256,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.004012,0.002479,0.000675,0.001802,pass,none,false,"Bitcoin Faces Greater Quantum Computing Risk Than Ethereum, Citi Warns - Decrypt"
cand_03227,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.006879,0.001195,0.004796,0.001195,pass,none,false,Georgia Primary to Test Crypto PAC’s Support for Democratic Candidate
cand_03206,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.005192,0.000000,-0.000396,0.010004,pass,none,false,3 Factors May Send Bitcoin Price Back To $80K
cand_03163,BNB,etf_or_fund_flow,true,pass,none,0.004191,-0.000387,0.000248,0.001054,pass,none,false,HYPE Jumps On Bitwise’s Hyperliquid ETF Move—Galaxy Secures BitLicense In NY | Bitcoinist.com
cand_03120,ADA,etf_or_fund_flow,true,pass,none,0.005085,0.001589,0.001987,0.001191,pass,none,false,"Binance Retail Investor Bitcoin Inflows Drop By 73%, What's Next for BTC?"
cand_03082,ADA,etf_or_fund_flow,true,pass,none,0.009645,0.001188,0.001585,0.004769,pass,none,false,Binance Inflow Data Explains The Mechanics Behind Ethereum Weakness – Details | Bitcoinist.com
cand_03019,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.000469,-0.000591,-0.002436,-0.003703,pass,none,false,The XRP Asian Breakout: Japan And South Korea Lead The Charge | Bitcoinist.com
cand_02949,BNB,etf_or_fund_flow,true,pass,none,-0.000415,-0.000342,-0.002870,0.002136,pass,none,false,Bitcoin Retail Activity Hits Record Low As Inflows Plunge
cand_02940,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.000170,-0.002778,-0.002382,-0.000398,pass,none,false,Tom Lee says Ether Pullback was Chance for Bitmine to Buy 71K ETH
cand_02923,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.004950,0.001191,0.003182,0.001589,pass,none,false,Echo Protocol Hacked for $76.7M in Admin Key Exploit
cand_02865,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.001773,-0.001257,-0.001737,-0.000171,pass,none,false,South Korea's KB Completes Stablecoin Pilot Ahead Of Rules
cand_02860,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.000939,0.000000,-0.001587,-0.001587,pass,none,false,Ethereum Foundation Sees 2 More High-Profile Departures
cand_02763,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.005231,0.000203,-0.002089,-0.004076,pass,severe,false,Crypto Hack Hits Echo As Monad’s eBTC Market Faces Fallout
cand_02758,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.007736,0.000000,-0.002393,-0.005962,pass,none,false,Swan Bitcoin Faces Nearly $1B Lawsuit Over Prime Trust Transfers
cand_02679,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.009445,-0.001241,0.000791,-0.000452,pass,none,false,Bitcoin DeFi Platform Echo Protocol Hit By $76M Monad Exploit - Decrypt
cand_02667,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.008716,-0.001130,-0.002033,-0.000904,pass,none,false,"Morning Minute: SEC Reverses Course on Tokenized Stocks, HYPE Soars - Decrypt"
cand_02642,AAVE,etf_or_fund_flow,true,pass,none,-0.008556,0.000000,0.000227,-0.002375,pass,none,false,Bitcoin ETFs Shed $649M in a Day as Long-Term BTC Holders ‘Limit Downside Potential’ - Decrypt
cand_02630,AVAX,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.012254,0.001096,0.002195,-0.001094,pass,none,false,"XRP-Linked Ripple Never Had Gag Order, Clarifies SEC Veteran; Binance Drops Major Uniswap and Bitcoin Pairs; Crypto Faces Shai-Hulud Malware Again - Morning Crypto Report - U.Today"
cand_02571,ADA,etf_or_fund_flow,true,pass,none,-0.005714,0.000401,-0.000800,0.001203,pass,none,false,South Korean Funeral Company Faces $33M Unrealized Loss on Leveraged Ether ETFs
cand_02555,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.003221,-0.000399,0.004411,0.004411,pass,none,false,Estonia Suspends Zondacrypto Operator License
cand_02538,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.007641,-0.001805,0.000792,-0.001467,pass,none,false,AI Slop Floods Bug Bounty Programs as Companies Struggle with Fake Reports - Decrypt
cand_02535,BNB,etf_or_fund_flow,true,pass,none,-0.002293,-0.000312,0.000985,-0.002043,pass,severe,false,"XRP Exchange Netflow Data Says Accumulation Is Ongoing, But Who’s Buying? | Bitcoinist.com"
cand_02389,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.003890,0.000000,-0.001608,-0.002811,pass,none,false,Dexsport Review: Web3 Sportsbook and Casino for Crypto-First Players
cand_02381,ADA,etf_or_fund_flow,true,pass,none,-0.003167,0.001209,0.001209,0.000805,pass,none,false,XRP Risks 50% Dip to $0.65 Despite Persistent ETF Inflows
cand_02363,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.004075,0.000790,0.003737,0.004761,pass,none,false,"People Are More Willing to Lie to AI Than Humans, Study Finds - Decrypt"
cand_02270,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.000849,0.002001,0.001140,0.000734,pass,none,false,National Trust Charters For Crypto Under Fire—Senator Warren Says It Goes Beyond The Law | Bitcoinist.com
cand_02253,BNB,etf_or_fund_flow,true,pass,none,-0.001121,-0.000641,-0.001592,-0.001046,pass,none,false,Is Citadel’s XRP ETF A Game-Changer Or Is It Another Empty Whistle? | Bitcoinist.com
cand_02170,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.000767,0.000985,0.000500,-0.000999,pass,none,false,Donald Trump Abandons Meme Coins In Favor Of These Indirect Bitcoin Exposure Vehicles | Bitcoinist.com
cand_02105,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.002862,0.000343,0.001202,0.002281,pass,none,false,XRP Ledger Announces Quantum-Era Partnership: Project Eleven Teams With Ripple | Bitcoinist.com
cand_01849,ADA,etf_or_fund_flow,true,pass,none,-0.002447,-0.001212,-0.002824,0.000000,pass,none,false,Truth Social’s ETF Issuer Withdraws Crypto ETFs
cand_01828,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.003319,0.000404,0.000809,-0.002419,pass,moderate,false,Bankr Disables Transactions After Hacker Accessed 14 Crypto Wallets
cand_01737,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.000593,0.000093,0.000280,0.003388,pass,none,false,Japan To Expand Foreign Stablecoins Rules Starting June 1
cand_01699,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.000446,-0.001998,-0.002396,-0.001998,pass,none,false,GitHub Internal Repositories Breached via VS Code Extension
cand_01677,BNB,etf_or_fund_flow,true,pass,none,-0.000328,-0.000698,0.000217,0.002944,pass,none,false,Trump Media’s Truth Social Withdraws Bitcoin ETF Filing
cand_01622,HYPE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.010403,0.001480,0.002180,0.005799,pass,none,false,SEC Chair Paul Atkins Signals a New Era for Crypto — XRP Leads the Conversation
cand_01590,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.002248,-0.001201,-0.002798,0.001606,pass,none,false,OpenAI Opens First Overseas AI Lab in Singapore With $234M Commitment
cand_01578,ADA,etf_or_fund_flow,true,pass,none,-0.005516,-0.000400,0.000401,-0.000801,pass,moderate,false,"Crypto News Today (May 20): Bitcoin Struggling Below $80K, SOL & XRP ETFs Green as ETH and BTC ETFs Bleed - 99Bitcoins"
cand_01558,AAVE,etf_or_fund_flow,true,pass,none,-0.002262,-0.000228,-0.000228,0.002974,pass,none,false,Trump's Truth Social Pulls Bitcoin ETF Application From SEC Review - Decrypt
cand_01531,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.002520,0.000714,0.000885,-0.000666,pass,none,false,Chainlink's Nazarov Reveals 3 Trends He’s Watching Closely
cand_01490,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.004968,-0.001599,-0.001599,-0.000800,pass,none,false,South Carolina Governor Signs Bill Protecting Bitcoin Miners and Banning CBDC Payments
cand_01473,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.006459,-0.001202,-0.001603,-0.002402,pass,none,false,Bitcoin Momentum Weakens as BTC Price Support at $75K Becomes Key
cand_01459,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.001375,-0.000233,0.000249,-0.000948,pass,none,false,Crypto AI Platform Bankr Locks Down System After Hacker Breaches 14 Crypto Wallets
cand_01427,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.006665,-0.001256,-0.000800,-0.002509,pass,none,false,Morning Minute: Markets Flip Green Overnight Ahead of NVDA Earnings - Decrypt
cand_01386,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.003551,-0.001201,-0.002001,0.001204,pass,none,false,Singapore Revokes Bsquared’s Crypto Licence Over Regulatory Breaches
cand_01383,ADA,etf_or_fund_flow,true,pass,none,-0.004912,-0.001203,-0.003201,0.000000,pass,moderate,false,Bitcoin Model Projects BTC to Reach $255K ‘Conservative’ Target in 2026
cand_01316,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.001084,0.003227,0.001208,-0.004005,pass,none,false,Fireblocks Unveils Infrastructure For AI Agents
cand_01273,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.001539,-0.000455,0.010920,0.005488,pass,none,false,"AI Watchdog Warns of 'Rogue Deployment' Risk at Top Labs, With Capabilities Growing Fast - Decrypt"
cand_01122,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.008228,-0.002018,-0.001926,-0.002602,pass,none,false,Top Crypto Exchange Expands Into UK With New Local Platform
cand_01107,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.009798,-0.000031,-0.001990,-0.003697,pass,moderate,false,Arthur Hayes' Bombshell CLARITY Act Warning Just Resurfaced — And The Timing Couldn't Be Worse | Bitcoinist.com
cand_01085,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.011118,-0.001802,0.001922,-0.001015,pass,none,false,"GitHub Confirms 3,800 Internal Repos Stolen Through Poisoned VS Code Extension - Decrypt"
cand_01022,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.003995,0.000000,-0.002392,0.000800,pass,moderate,false,Fairshake PAC’s $20M Investment Pays off in Three US State Primaries
cand_00941,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.006600,-0.000015,0.001942,0.001248,pass,none,false,Washington Targets Iran’s $7 Billion Crypto Network To Cut Off Financial Channels—FOX | Bitcoinist.com
cand_00931,ADA,etf_or_fund_flow,true,pass,none,0.003436,-0.000799,0.000400,0.001601,pass,none,false,Bitcoin Reclaims $77.5K As Altcoins Finally Show Strength
cand_00872,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.004678,0.001169,-0.000292,0.001077,pass,none,false,Binance Says it Prevented Over $10T in Fraud Using AI Models
cand_00732,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.002484,-0.002002,-0.003995,-0.005584,pass,none,false,Missouri AG Sues Crypto ATM Operator CoinFlip ‘For Enabling Scams’
cand_00695,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.000893,-0.000586,0.000818,-0.003397,pass,none,false,US Treasury Cracks Down Drug Lord’s Crypto Money-Laundering Ring Linked To Sinaloa Cartel | Bitcoinist.com
cand_00666,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.009136,-0.002266,-0.001361,-0.003056,pass,severe,false,Shai-Hulud: What to Know About the Malware Spreading Through Software Pipelines - Decrypt
cand_00374,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.000310,-0.003176,-0.003571,-0.003967,pass,none,false,Map Protocol Loses 96% After Quadrillion Token Exploit
cand_00373,ADA,etf_or_fund_flow,true,pass,none,0.001697,-0.001589,-0.002382,-0.002778,pass,none,false,Hyperliquid ETF Volumes Rise 50% Due to Well-Timed Launches
cand_00326,ADA,etf_or_fund_flow,true,pass,none,-0.004288,-0.001201,-0.001601,-0.008350,pass,none,false,SEC Seeks Feedback on Prediction Markets ETFs
cand_00277,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.001974,0.000861,0.000031,-0.002313,pass,none,false,"MAPO crashes to record lows, bridge attack overwhelms circulating supply"
cand_00269,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.001800,0.000630,0.001045,-0.001395,pass,none,false,Bitcoin Quantum Exposure: Glassnode Says 30% of Supply Is Highly Vulnerable | Bitcoinist.com
cand_00248,ADA,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.006284,0.001612,0.001612,-0.004008,pass,none,false,Syndicate Labs Shuts Down After Ethereum Rollup Market Shift
cand_00239,AAVE,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,-0.000246,0.001238,0.004064,-0.001011,pass,none,false,Digital Assets Like Ordinals Used in Tax Evasion Schemes: Chainalysis
cand_00213,BNB,exploit_or_theft,false,"missing_primary_tradable_asset,primary_asset_confidence_below_70pct",none,0.000004,0.000337,0.001380,0.002548,pass,none,false,By The Numbers: How Much Bitcoin Is Exposed To Quantum?
cand_00019,AAVE,etf_or_fund_flow,true,pass,none,-0.005733,0.000567,-0.001131,0.002840,pass,none,false,HYPE Jumps Double Digits as Hyperliquid ETFs Add $25.5M - Decrypt
cand_04918,UNI,needs_taxonomy_review,true,pass,none,0.006272,0.000285,0.001712,0.005731,pass,none,false,"This is now the LARGEST PATRIOTIC wave in decades.

Tens of thousands of protesters have flooded central London for ""Uni"
cand_04915,HYPE,needs_taxonomy_review,true,pass,none,-0.009703,-0.002030,-0.001566,-0.006064,pass,none,false,"These are the altcoins that I think will do provide me the largest return in the coming months.

- NEAR Protocol: Clearl"
cand_04894,DOGE,needs_taxonomy_review,true,pass,none,0.005373,0.000273,0.000547,0.001277,pass,moderate,false,"I spoke with @jvisserlabs to break down why all-time highs in the stock market are flashing warning signs, how the Iran"
cand_04845,HYPE,needs_taxonomy_review,true,pass,none,0.010891,0.001491,0.005069,0.017299,pass,none,false,Hyperliquid团队与美国政策制定者会面讨论链上衍生品市场
cand_04834,HYPE,needs_taxonomy_review,true,pass,none,0.013749,0.000933,0.001819,0.010452,pass,none,false,"I don't think we'll ever see altseason back. 

Most of the altcoins will die and have literally no purpose in this ecosy"
cand_04783,SOL,needs_taxonomy_review,true,pass,none,-0.001766,0.000462,0.001155,0.001387,pass,none,false,I haven’t gotten a reaction like this since asking polygon users to try solana
cand_04358,ADA,needs_taxonomy_review,true,pass,none,-0.002870,-0.000787,0.000000,-0.006651,pass,none,false,Bonus points for mentioning that the Pentad were promised 0.83 cent Ada provisions and got less than 0.50 cents but stil
cand_04289,AAVE,needs_taxonomy_review,true,pass,none,-0.001437,0.000450,-0.001459,0.019830,pass,none,false,🚨 UPDATE: Aave confirms WETH LTVs have been restored to pre-incident levels across all affected V3 deployments following
cand_04233,SOL,needs_taxonomy_review,true,pass,none,-0.003283,0.002472,0.004126,-0.001992,pass,none,false,吴说获悉，Solana Labs 联合创始人 Anatoly Yakovenko（toly）在回应有关 Hyperliquid 去中心化程度的讨论时表示，他对所有 L2 也提出过同样批评：判断一个系统是否 permissionless，关键
cand_04205,SOL,needs_taxonomy_review,true,pass,none,-0.001431,0.000707,-0.000706,0.003069,pass,none,false,"Hey, solana defi projects, maybe formally verify your code pls before the mythopocolypse is upon us"
cand_04075,HYPE,needs_taxonomy_review,false,pre_event_price_moved_-2.44%_6h,none,-0.024400,-0.001473,0.000440,0.002184,pass,none,false,"A massive $HYPE buy!

Wallet 0xb5E4, linked to #a16z, bought another 372,000 $HYPE($16.91M) over the past 3 hours.

Sinc"
cand_04044,SOL,needs_taxonomy_review,true,pass,none,-0.003506,-0.001294,0.001298,0.001298,pass,none,false,https://t.co/nMjQcILxG5 is on @solana
cand_03925,HYPE,needs_taxonomy_review,true,pass,none,0.003738,0.001676,0.002073,0.001300,pass,none,false,"A wallet linked to Anchorage (@Anchorage) bought 397,000 $HYPE ($18M) from #Bybit and #OKX.

Over the past month, the wa"
cand_03823,LINK,needs_taxonomy_review,true,pass,none,-0.000528,-0.001046,0.004206,0.012725,pass,none,false,"ARKHAM @ PFL SAN DIEGO: TICKETS STILL AVAILABLE

We’re hosting Arkham community members & VIPs at PFL San Diego on June"
cand_03713,SOL,needs_taxonomy_review,true,pass,none,0.002718,0.001891,-0.001296,-0.009466,pass,moderate,false,"PumpFun deposited 82,702 $SOL worth $7M into #Kraken.

https://t.co/P1YMeOjwt4 https://t.co/YjOd7jjv1V"
cand_03709,SOL,needs_taxonomy_review,true,pass,none,0.002421,0.001654,0.004144,-0.008419,pass,moderate,false,"PumpFun deposited 82,703 $SOL worth $7M into #Kraken.

https://t.co/P1YMeOjwt4 https://t.co/rS1AbVimNY"
cand_03647,SOL,needs_taxonomy_review,true,pass,none,-0.001755,-0.000119,-0.003554,-0.004969,pass,none,false,"JUST IN: Solana now projected to plunge below $80 by the end of the month.

65% chance. https://t.co/vJKgV0QxNE"
cand_03181,AAVE,needs_taxonomy_review,true,pass,none,0.010787,0.000446,0.001898,0.005602,pass,none,false,"🚨 🚨  20,000 $WETH (42,749,158 USD) transferred from unknown wallet to #Aave

https://t.co/FOjHHUI5nI"
cand_03098,WLD,needs_taxonomy_review,false,pre_event_price_moved_+2.50%_6h,none,0.024981,0.002069,0.001654,0.001654,pass,none,false,"WorldCoin team deposited 13.18M $WLD worth $3.09M into #Coinbase.

Address: 0xE79718Fe76c718fE98a9a3D106FCa773a40861a3 h"
cand_02789,HYPE,needs_taxonomy_review,true,pass,none,0.012812,0.004633,0.004214,0.006524,pass,severe,false,"Persistence pays off!

More than 6 months ago, trader 0x082e opened a 5x long on 1.38M $HYPE ($66.3M), becoming the larg"
cand_02653,XRP,needs_taxonomy_review,true,pass,none,-0.008608,-0.001457,-0.001020,-0.001093,pass,none,false,"🇺🇸 NEW: Sen. Elizabeth Warren questioned OCC approvals for crypto trust charters tied to Coinbase, Ripple and Paxos, per"
cand_02373,SOL,needs_taxonomy_review,true,pass,none,0.000078,0.001305,0.002614,0.002495,pass,none,false,I think it’s gonna be a slog to get meaningful progress.  I also think that solana is best at slogging
cand_02262,SOL,needs_taxonomy_review,true,pass,none,-0.000248,-0.000708,0.001182,-0.002003,pass,none,false,Basically everyone at solana had an immune response to competitive narratives coming from previous cycles.  Sidechains/L
cand_02165,HYPE,needs_taxonomy_review,true,pass,none,0.000911,-0.007365,-0.006693,0.002341,pass,none,false,"There are still so many opportunities in the altcoin markets.

People are just to stubborn and lazy to chase them as peo"
cand_01764,SOL,needs_taxonomy_review,true,pass,none,0.000101,0.004742,0.006771,0.008448,pass,none,false,吴说获悉，L2Beat 表示已从源代码重新生成了 Lighter 永续合约 DEX L2 所使用的所有 ZK 电路（包括 Lighter verifier 和 Lighter Desert verifier），从而实现了真正无需信任 Lig
cand_01745,SOL,needs_taxonomy_review,true,pass,none,0.000750,-0.001061,-0.001414,0.007970,pass,none,false,"8Qef2u, the largest $ASTEROID holder on Solana, bought 10.04M $VIRL ($17.7K).

This wallet already holds 25.03M $ASTEROI"
cand_01739,HYPE,needs_taxonomy_review,true,pass,none,0.001817,0.001077,0.003154,0.000911,pass,none,false,"Evaded (@ICanPlug) made $2.1M in just 2 days!

Yesterday, he opened 10x longs on 36,875 $ZEC($21.59M) and 287,618 $HYPE("
cand_01738,HYPE,needs_taxonomy_review,true,pass,none,0.002907,0.001180,0.002550,0.000124,pass,none,false,"Evaded (@ICanPlug) made $2.1M in just 2 days!

Yesterday, he opened 10x longs on 36,875 $ZEC($21.59M) and 287,618 $HYPE("
cand_01638,XRP,needs_taxonomy_review,true,pass,none,0.003623,-0.000658,-0.002118,-0.003210,pass,moderate,false,🔥 NEW: Ripple ranked No. 16 on CNBC’s 2026 Disruptor 50 list. https://t.co/ze9O5hWs7W
cand_01391,HYPE,needs_taxonomy_review,false,pre_event_price_moved_+2.32%_6h,none,0.023198,-0.006534,-0.009502,0.000745,pass,none,false,"🔥 BITWISE SAYS HYPE IS UNDERVALUED

Bitwise CIO Matt Hougan says the market is wrongly valuing Hyperliquid as only a per"
cand_01373,UNI,needs_taxonomy_review,true,pass,none,0.005288,0.000278,-0.000555,-0.001664,pass,none,false,"CoinDesk 20 performance update: Uniswap (UNI), up 3.7%, leads index higher"
cand_00985,LINK,needs_taxonomy_review,true,pass,none,0.002739,0.001041,-0.002076,-0.005995,pass,none,false,"Phenomenal post by @SergeyNazarov on the current state of Chainlink and the markets.

It makes me even more excited and"
cand_00539,HYPE,needs_taxonomy_review,false,pre_event_price_moved_+7.80%_6h,none,0.077988,-0.000497,-0.001898,0.025781,pass,severe,false,Congrats hype hodlers.  Well deserved.  It’s a no bullshit awesome product.  🎂🎂🎂
cand_00500,SOL,needs_taxonomy_review,true,pass,none,0.002895,0.000231,-0.000693,-0.000808,pass,none,false,JUST IN: Hyperliquid flips Solana in fully diluted valuation.
cand_00497,SOL,needs_taxonomy_review,true,pass,none,0.002785,-0.000347,-0.001846,-0.000347,pass,none,false,JUST IN: Hyperliquid flips Solana in fully diluted valuation.
cand_00444,HYPE,needs_taxonomy_review,false,pre_event_price_moved_+7.29%_6h,none,0.072872,-0.001662,-0.001323,-0.009890,pass,moderate,false,"loracle.hl(@loraclexyz) is now down nearly $20M on his $HYPE short, but he is still adding to it.

He currently holds a"
cand_00375,SOL,needs_taxonomy_review,true,pass,none,0.001164,-0.001380,-0.001035,0.000115,pass,none,false,Hyperliquid has flipped Solana by FDV. https://t.co/rDF5FRg4TK
cand_00344,SOL,needs_taxonomy_review,true,pass,none,0.003215,-0.001723,-0.002640,-0.000575,pass,none,false,SOL生态代币普涨，FIDA涨超34%
cand_00294,HYPE,needs_taxonomy_review,false,pre_event_price_moved_+2.18%_6h,none,0.021820,-0.000071,-0.003541,0.009621,pass,none,false,"All time $HYPE is almost here. $150 is much closer than it was. 

Yachtzee 😘😘😘😘 https://t.co/N6t3u2OcfR"
cand_00267,XRP,needs_taxonomy_review,true,pass,none,0.000147,0.000584,-0.001020,-0.002620,pass,none,false,🔥 NEW: Ripple Prime has partnered with EDX Markets to give institutional clients unified access to digital asset spot an
cand_00225,HYPE,needs_taxonomy_review,false,"pre_event_price_moved_+2.68%_6h,already_priced_in_60m_+3.25%",none,0.026838,0.002280,0.009182,0.032544,price_in_block,severe,false,"loracle.hl(@loraclexyz)'s $HYPE short has now grown to over $100M!

He is currently down over $23M, with a liquidation p"
cand_00176,HYPE,needs_taxonomy_review,false,pre_event_price_moved_+5.12%_6h,none,0.051169,0.000119,0.003056,0.018919,pass,severe,false,"🚨HYPERLIQUID NEARS ITS ALL-TIME HIGH AT 59$

$HYPE is now trading near its ATH around $59.30, putting bulls back in cont"
cand_04775,AAVE,whale_wallet_position,true,pass,none,-0.008753,-0.000888,-0.001331,-0.000666,pass,none,false,"🚨 🚨 🚨 🚨 🚨 🚨  138,220,412 $USDC (138,215,989 USD) transferred from Unknown Whale 1 to #Aave

https://t.co/EKOUxSLk2c"
cand_04571,BNB,staking_or_governance,true,pass,none,-0.001494,0.000716,0.002012,0.003986,pass,none,false,BREAKING: Bitcoin steadies near $78K as Iran responds to U.S. peace terms
cand_04443,ADA,staking_or_governance,true,pass,none,-0.005154,0.000000,0.001181,0.002364,pass,moderate,false,Michael Saylor Signals Weekly BTC Buy While Pushing STRC Proxy Vote
cand_04286,AAVE,whale_wallet_position,true,pass,none,-0.001856,-0.000788,-0.002808,0.006690,pass,none,false,"🚨 🚨 🚨 🚨 🚨 🚨  138,260,885 $USDC (138,276,338 USD) transferred from Unknown Whale 1 to #Aave

https://t.co/4eO0RP4XwB"
