item_id,source_file,response_type,line_number,section_heading,line_type,suggested_scope,recommendation_text,decision_status,decision_id,implementation_status,review_notes,content_sha256_16
claude_3c02b5eb3cc5d094,results\v06_claude_tg_pilot_gate.md,tg_pilot,10,Recommended Numeric Gates (Sequential):,numbered,qa,**Manual Queue Gate:** `59` (your existing manual_review_required count),pending,,not_started,,3c02b5eb3cc5d094
claude_04b81aef6d00f7df,results\v06_claude_tg_pilot_gate.md,tg_pilot,11,Recommended Numeric Gates (Sequential):,numbered,qa,**Audit Sample Gate:** `12` (20% of manual queue: 59 Ã 0.20),pending,,not_started,,04b81aef6d00f7df
claude_7676ac90dc881f6c,results\v06_claude_tg_pilot_gate.md,tg_pilot,15,Recommended Numeric Gates (Sequential):,bullet,tg,"**Rationale:** Start with your 201 labeled dataset, route 59 to manual review, sample 12 for audit verification, maintain timezone precision within Â±2 hours, and cap false positives at 8% given auto_publish is disabled.",pending,,not_started,,7676ac90dc881f6c
claude_2afc8a896e346ce3,results\v07_claude_onchain_intel_strategy.md,next_consultation,15,"Current State: You Have a News Aggregator, Not Intelligence",bullet,unknown,Early warning (not news reaction),pending,,not_started,,2afc8a896e346ce3
claude_3d15db883929f30e,results\v07_claude_onchain_intel_strategy.md,next_consultation,23,1. First-Hand Intelligence Sources Priority (v0.7),table_row,data,Priority | Source | Why | Signal Type,pending,,not_started,,3d15db883929f30e
claude_7bc3733fb2375703,results\v07_claude_onchain_intel_strategy.md,next_consultation,29,1. First-Hand Intelligence Sources Priority (v0.7),table_row,asset_attribution,"**P2** | CEX netflow (aggregated) | Smart money entering/exiting | >$100M net 24h, per asset",pending,,not_started,,7bc3733fb2375703
claude_62c893008a6ccc45,results\v07_claude_onchain_intel_strategy.md,next_consultation,46,2. High Value But Too Expensive/Noisy for v0.7,table_row,unknown,"Validator/staking changes | Network security shifts | Slow-moving, not actionable short-term",pending,,not_started,,62c893008a6ccc45
claude_a4690b8ee40d6b5e,results\v07_claude_onchain_intel_strategy.md,next_consultation,361,Watched Addresses (15 addresses),table_row,qa,"**Bridge Contracts** | 2 | Wormhole, Stargate main | Cross-chain capital flows",pending,,not_started,,a4690b8ee40d6b5e
claude_96cd99dc7988863c,results\v07_claude_onchain_intel_strategy.md,next_consultation,449,Bridges,sentence,qa,"'label': 'Stargate Bridge',",pending,,not_started,,96cd99dc7988863c
claude_3f856329efe79753,results\v07_claude_onchain_intel_strategy.md,next_consultation,570,Acceptance Criteria for v0.7,sentence,unknown,□ Watchlist should catch FTX hot wallet outflows 2-5 days before news,pending,,not_started,,3f856329efe79753
claude_4dadd9e649c640ce,results\v07_claude_onchain_intel_strategy.md,next_consultation,571,Acceptance Criteria for v0.7,sentence,unknown,□ Alert should trigger on >$100M outflow,pending,,not_started,,4dadd9e649c640ce
claude_75f95856bb62d862,results\v07_claude_onchain_intel_strategy.md,next_consultation,574,Acceptance Criteria for v0.7,sentence,asset_attribution,□ Should catch Circle treasury activity or stETH/ETH pool changes,pending,,not_started,,75f95856bb62d862
claude_aacc62b18fdb69dc,results\v07_claude_onchain_intel_strategy.md,next_consultation,578,Acceptance Criteria for v0.7,sentence,unknown,□ Should catch unusual liquidity drain from affected pools,pending,,not_started,,aacc62b18fdb69dc
claude_b0e5aa719a04e18c,results\v07_claude_watcher_server_review.md,other,17,1. 当前源优先级与下一批接入,numbered,unknown,**CEX 异常深度变化**（最优先）,pending,,not_started,,b0e5aa719a04e18c
claude_44e63f277fc37c0f,results\v07_claude_watcher_server_review.md,other,43,2. Production Gate 规则（严格版）,sentence,qa,你当前的 gate 太松。7条候选5条 eligible = 71% 通过率，这会污染群。,pending,,not_started,,44e63f277fc37c0f
claude_916305b3d0b4f417,results\v07_claude_watcher_server_review.md,other,45,2. Production Gate 规则（严格版）,bullet,qa,**建议 Production Gate（目标通过率 20-30%）：**,pending,,not_started,,916305b3d0b4f417
claude_64e1386c875f7fc6,results\v07_claude_watcher_server_review.md,other,48,2. Production Gate 规则（严格版）,sentence,qa,PRODUCTION_GATE = {,pending,,not_started,,64e1386c875f7fc6
claude_967ef588cac98426,results\v07_claude_watcher_server_review.md,other,161,3. 交易所热钱包监控策略,bullet,unknown,"不要说""Binance 转出 1000万 USDT""（单笔无意义）",pending,,not_started,,967ef588cac98426
claude_a1ca865a5fdd99bf,results\v07_claude_watcher_server_review.md,other,185,4. Hyperliquid 大仓位发布策略,sentence,asset_attribution,"""aggregated_flow"": { # 聚合信号",pending,,not_started,,a1ca865a5fdd99bf
claude_7a66b11f37d20abf,results\v07_claude_watcher_server_review.md,other,319,6. 一手信号与二手新闻的分发策略,bullet,qa,所有候选事件（包括未通过 gate 的）,pending,,not_started,,7a66b11f37d20abf
claude_1d6640b759820295,results\v07_claude_watcher_server_review.md,other,345,🔴 严重（会毁掉产品）,bullet,product,"风险：LLM 在总结时自动生成""建议买入""类表述",pending,,not_started,,1d6640b759820295
claude_c903923bedec06e9,results\v07_claude_watcher_server_review.md,other,352,🔴 严重（会毁掉产品）,bullet,qa,缓解：立即实施严格 gate（目标通过率 20-30%）,pending,,not_started,,c903923bedec06e9
claude_933c2ae8d0f0eaec,results\v07_claude_watcher_server_review.md,other,364,🟡 中等（会拖累进度）,bullet,unknown,缓解：v0.8 必须实现 1h/4h/24h 价格回填和异常收益计算,pending,,not_started,,933c2ae8d0f0eaec
claude_5c37515dc4e43b18,results\v07_claude_watcher_server_review.md,other,393,✅ 必须做（不做会出严重问题）,numbered,qa,**实施严格 Production Gate**,pending,,not_started,,5c37515dc4e43b18
claude_843c926729c57ee9,results\v07_claude_watcher_server_review.md,other,406,✅ 必须做（不做会出严重问题）,bullet,unknown,正则表达式拦截 50+ 个交易建议词汇,pending,,not_started,,843c926729c57ee9
claude_477703c9aa170ce7,results\v07_claude_watcher_server_review.md,other,409,✅ 必须做（不做会出严重问题）,bullet,unknown,**deadline: 1 天内（最高优先级）**,pending,,not_started,,477703c9aa170ce7
claude_6d6a03fccae45412,results\v07_claude_watcher_server_review.md,other,437,❌ 不要做（看起来酷但会分散精力）,numbered,unknown,**不要做 Web Dashboard**,pending,,not_started,,6d6a03fccae45412
claude_b573cd4f61a97ed8,results\v07_claude_watcher_server_review.md,other,442,❌ 不要做（看起来酷但会分散精力）,numbered,unknown,**不要接入 Twitter/X 监控**,pending,,not_started,,b573cd4f61a97ed8
claude_8ab5864355c2d345,results\v07_claude_watcher_server_review.md,other,447,❌ 不要做（看起来酷但会分散精力）,numbered,tg,**不要做实时 Alert 推送（除了 TG）**,pending,,not_started,,8ab5864355c2d345
claude_7e9284c3f1daacfd,results\v07_claude_watcher_server_review.md,other,448,❌ 不要做（看起来酷但会分散精力）,bullet,unknown,不要做 Discord bot、Email、SMS,pending,,not_started,,7e9284c3f1daacfd
claude_93a5574aeb0e0ff3,results\v07_claude_watcher_server_review.md,other,452,❌ 不要做（看起来酷但会分散精力）,numbered,unknown,**不要做复杂的 AI 模型训练**,pending,,not_started,,93a5574aeb0e0ff3
claude_6360062b19863fdd,results\v07_claude_watcher_server_review.md,other,515,🎯 核心指标（必须达成）,bullet,unknown,包含交易建议的事件数：0 条（零容忍）,pending,,not_started,,6360062b19863fdd
claude_d0ff7586dac8d618,results\v07_claude_watcher_server_review.md,other,529,📋 功能清单（必须完成）,numbered,qa,**Production Gate 已实施**,pending,,not_started,,d0ff7586dac8d618
claude_511d05732f15e5ba,results\v07_claude_watcher_server_review.md,other,535,📋 功能清单（必须完成）,bullet,unknown,[ ] 交易建议词汇硬拦截（50+ 词）,pending,,not_started,,511d05732f15e5ba
claude_4486e7edc24ab614,results\v07_claude_watcher_server_review.md,other,591,🚫 验收不通过条件（任一触发）,bullet,unknown,72 小时测试期间发送任何包含交易建议的消息,pending,,not_started,,4486e7edc24ab614
claude_da56156c55ee786b,results\v07_claude_watcher_server_review.md,other,603,最后的直接建议,sentence,product,"71% 的通过率意味着你在用""宁可错发，不要漏发""的策略，这对 intelligence 产品是致命的。用户宁可每天只收到 5 条高质量信号，也不要 15 条里有 5 条是噪音。",pending,,not_started,,da56156c55ee786b
claude_1936aeb506524511,results\v07_claude_watcher_server_review.md,other,611,最后的直接建议,bullet,qa,严格 gate + 净流量聚合 + 回测框架,pending,,not_started,,1936aeb506524511
claude_347f858d5ad995ba,results\v08_claude_project_planning_response.md,other,7,The 5 Biggest Wrong Assumptions,numbered,asset_attribution,"**You're building a research platform when you need a trading edge product.** Your backtest pipeline is academic theater. Crypto traders don't care about ""abnormal returns vs BTC/ETH"" in a PDF—they want to know ""Tether just minted $1B, here are the 3 tokens that pumped in the last 4 times this happened, watch SOL/AVAX/MATIC in the next 2 hours.""",pending,,not_started,,347f858d5ad995ba
claude_099ca444cc545e85,results\v08_claude_project_planning_response.md,other,9,The 5 Biggest Wrong Assumptions,numbered,asset_attribution,**You're treating all signal sources equally when CEX netflow and Hyperliquid are 10x more valuable than the rest.** You admitted it yourself. Stop pretending funding rates and Aave liquidations matter at the same tier. They don't. Cut them or make them footnotes.,pending,,not_started,,099ca444cc545e85
claude_c1a4f3c37733f7e3,results\v08_claude_project_planning_response.md,other,11,The 5 Biggest Wrong Assumptions,numbered,tg,"**The Telegram feed structure is backwards.** You're sending ""high-priority alerts"" + digests, but you haven't defined what makes something high-priority based on *user action*, only your internal scoring. You're optimizing for coverage, not for trade-worthiness.",pending,,not_started,,c1a4f3c37733f7e3
claude_8385c7734d8c1b52,results\v08_claude_project_planning_response.md,other,13,The 5 Biggest Wrong Assumptions,numbered,tg,"**You're collecting feedback but probably not acting on it fast enough.** TG feedback collection is nice. But if you don't have a weekly ""what got ignored vs what got acted on"" report driving your priority queue, it's just logging.",pending,,not_started,,8385c7734d8c1b52
claude_411ee6a1f073003d,results\v08_claude_project_planning_response.md,other,25,Day 1-2: Ruthless Signal Triage,bullet,unknown,"Was it actionable or just ""interesting""?",pending,,not_started,,411ee6a1f073003d
claude_3ebdd50cf4ec847f,results\v08_claude_project_planning_response.md,other,29,Day 3-4: Rebuild Alert Priority Logic,bullet,unknown,"**Redefine ""high-priority"" as:**",pending,,not_started,,3ebdd50cf4ec847f
claude_0827296d4962359c,results\v08_claude_project_planning_response.md,other,37,"Day 5-6: Hyperliquid + CEX Netflow ""Playbook"" Messages",bullet,asset_attribution,"When a Hyperliquid whale opens a $10M long on SOL, don't just say ""Whale opened $10M long on SOL.""",pending,,not_started,,0827296d4962359c
claude_e643ad11cd230a0e,results\v08_claude_project_planning_response.md,other,45,Day 7: Kill or Defer,bullet,unknown,**Keep running but don't improve:** News ingestion (just keep it alive).,pending,,not_started,,e643ad11cd230a0e
claude_0de8a316e81cbbc5,results\v08_claude_project_planning_response.md,other,51,What To Explicitly Stop Building,numbered,backtest,"**Backtest reports with statistical rigor.** You don't have enough samples, and traders don't read them. Stop.",pending,,not_started,,0de8a316e81cbbc5
claude_f0ce5206fd26514c,results\v08_claude_project_planning_response.md,other,55,What To Explicitly Stop Building,numbered,unknown,"**Digest formatting experiments.** Lock the format for 2 weeks and measure engagement, don't keep tweaking it.",pending,,not_started,,f0ce5206fd26514c
claude_c9c719c67369487a,results\v08_claude_project_planning_response.md,other,81,Real-Time Channel:,bullet,product,"Each message must answer: ""What happened? What does it mean? What should I watch?""",pending,,not_started,,c9c719c67369487a
claude_c90963e5b2f56b92,results\v08_claude_project_planning_response.md,other,100,How Digests Should Differ From Alerts,table_row,unknown,"Actionable in next 1-4 hours | Contextual, educational, forward-looking",pending,,not_started,,c90963e5b2f56b92
claude_6961385e685108ec,results\v08_claude_project_planning_response.md,other,118,Week 1-2 (Engagement):,bullet,unknown,% of alerts that get user reactions (target: >40%),pending,,not_started,,6961385e685108ec
claude_924c07766a0f0dfe,results\v08_claude_project_planning_response.md,other,131,Red Flag Metrics:,bullet,unknown,"If >30% of alerts get 👎 reactions, you're spamming.",pending,,not_started,,924c07766a0f0dfe
claude_d6f77faf6d3b638d,results\v08_claude_project_planning_response.md,other,144,What Stays In The Backtest Pipeline,bullet,backtest,Event candidate extraction (you're not doing NLP research).,pending,,not_started,,d6f77faf6d3b638d
claude_60b45a8c9cf55511,results\v08_claude_project_planning_response.md,other,162,Architecture In 30 Days,sentence,unknown,"│ - News feed (keep alive, low priority) │",pending,,not_started,,60b45a8c9cf55511
claude_d487a5df5dca4af9,results\v08_claude_project_planning_response.md,other,177,Architecture In 30 Days,sentence,unknown,│ - Reaction collection │,pending,,not_started,,d487a5df5dca4af9
claude_eda399572cfdbdab,results\v08_claude_project_planning_response.md,other,183,Architecture In 30 Days,sentence,unknown,│ - Threshold tuning based on reactions │,pending,,not_started,,eda399572cfdbdab
claude_5eb048817d00ffc4,results\v08_claude_project_planning_response.md,other,184,Architecture In 30 Days,sentence,data,│ - Source priority adjustment │,pending,,not_started,,5eb048817d00ffc4
claude_e93b68588a8a061f,results\v08_claude_project_planning_response.md,other,209,Simplest Credible MVP For A Crypto Trader,bullet,backtest,"**That's it.** No PDFs, no backtests, no entity graphs. Just actionable signals with context.",pending,,not_started,,e93b68588a8a061f
claude_2c406c6d1d4a931c,results\v08_claude_project_planning_response.md,other,218,Monday-Tuesday:,bullet,unknown,"[ ] Write down new ""high-priority"" definition",pending,,not_started,,2c406c6d1d4a931c
claude_8787a12344d4f835,results\v08_claude_project_planning_response.md,other,227,Friday:,bullet,unknown,[ ] Set up 4h follow-up auto-posts with reaction buttons,pending,,not_started,,8787a12344d4f835
claude_1e8f75c700c199ff,results\v08_claude_project_planning_response.md,other,231,Weekend:,bullet,unknown,[ ] Watch user reactions,pending,,not_started,,1e8f75c700c199ff
claude_e88b9541bf4f30c8,results\v08_claude_project_planning_response.md,other,239,What NOT To Do This Week,bullet,backtest,❌ Don't touch the backtest pipeline,pending,,not_started,,e88b9541bf4f30c8
claude_0d78162b24bbb73b,results\v08_claude_project_planning_response.md,other,240,What NOT To Do This Week,bullet,data,❌ Don't add new sources,pending,,not_started,,0d78162b24bbb73b
claude_62ea47ce0bbcd3a3,results\v08_claude_project_planning_response.md,other,241,What NOT To Do This Week,bullet,unknown,❌ Don't clean up old news data,pending,,not_started,,62ea47ce0bbcd3a3
claude_ad14f3e0077549a4,results\v08_claude_project_planning_response.md,other,242,What NOT To Do This Week,bullet,unknown,❌ Don't build a web dashboard,pending,,not_started,,ad14f3e0077549a4
claude_740760a10d0c21b3,results\v08_claude_project_planning_response.md,other,243,What NOT To Do This Week,bullet,unknown,❌ Don't write documentation,pending,,not_started,,740760a10d0c21b3
claude_23e21ff330f28aca,results\v08_claude_project_planning_response.md,other,244,What NOT To Do This Week,bullet,unknown,❌ Don't refactor code (unless it's blocking the above),pending,,not_started,,23e21ff330f28aca
claude_2b595d25b7eb5b65,results\v08_claude_project_planning_response.md,other,258,Engineering Risks,numbered,data,"**Scope creep.** You'll be tempted to add sources, improve backtests, build dashboards. Don't.",pending,,not_started,,2b595d25b7eb5b65
claude_02cbe4efc1ed6156,results\v08_claude_project_planning_response.md,other,259,Engineering Risks,numbered,unknown,**Premature optimization.** SQLite is fine. Python is fine. Don't rewrite in Rust.,pending,,not_started,,02cbe4efc1ed6156
claude_cf704a00370c53c2,results\v08_claude_project_planning_response.md,other,266,Final Word,sentence,tg,"You have two sources that matter (CEX netflow, Hyperliquid) and a Telegram channel. Everything else is distraction.",pending,,not_started,,cf704a00370c53c2
claude_6f6d47a87001a76d,results\v08_claude_remaining_plan_review.md,next_consultation,12,1. Next 5-10 Engineering Priorities (Ranked),numbered,unknown,**Build a feedback loop mechanism** - Add reaction buttons or a feedback bot so you know which alerts users actually care about,pending,,not_started,,6f6d47a87001a76d
claude_8207a62df11a4260,results\v08_claude_remaining_plan_review.md,next_consultation,13,1. Next 5-10 Engineering Priorities (Ranked),numbered,product,**Implement alert severity tiers** - Not everything should ping equally; create VIP/normal/FYI channels or tags,pending,,not_started,,8207a62df11a4260
claude_6bce9f077a222351,results\v08_claude_remaining_plan_review.md,next_consultation,18,1. Next 5-10 Engineering Priorities (Ranked),numbered,unknown,"**Build alert expiry/update mechanism** - ""Large position opened"" should update to ""position closed"" not spam twice",pending,,not_started,,6bce9f077a222351
claude_bed5d842f090c084,results\v08_claude_remaining_plan_review.md,next_consultation,20,1. Next 5-10 Engineering Priorities (Ranked),numbered,data,**Smart deduplication across sources** - Same event shouldn't trigger CEX flow + funding + liquidation separately,pending,,not_started,,bed5d842f090c084
claude_9044fdbf71eee50b,results\v08_claude_remaining_plan_review.md,next_consultation,21,1. Next 5-10 Engineering Priorities (Ranked),numbered,data,**User preference profiles** - Let users mute sources/tokens they don't care about,pending,,not_started,,9044fdbf71eee50b
claude_63984a6b8171e7e3,results\v08_claude_remaining_plan_review.md,next_consultation,27,2. ROI Assessment,bullet,unknown,"**CEX netflow** - Direct capital movement, actionable",pending,,not_started,,63984a6b8171e7e3
claude_fc24794c2bd46d09,results\v08_claude_remaining_plan_review.md,next_consultation,37,3. Missing Quality Gates,bullet,qa,**Time-decay filter** - Don't alert on stale data if processing delayed,pending,,not_started,,fc24794c2bd46d09
claude_d10a5c8d98af27ef,results\v08_claude_remaining_plan_review.md,next_consultation,42,3. Missing Quality Gates,bullet,qa,**Minimum audience filter** - Don't alert on tokens with <$50M mcap or <$5M daily volume,pending,,not_started,,d10a5c8d98af27ef
claude_9bd6c84b393369aa,results\v08_claude_remaining_plan_review.md,next_consultation,43,3. Missing Quality Gates,bullet,qa,"**Cross-reference with scheduled events** - Don't alert on ""unusual activity"" 10min before a known unlock/listing",pending,,not_started,,9bd6c84b393369aa
claude_686636bd82724bf6,results\v08_claude_remaining_plan_review.md,next_consultation,47,4. DEX Monitoring: Not Yet,bullet,unknown,**Don't add DEX swaps yet.** You'll drown in noise.,pending,,not_started,,686636bd82724bf6
claude_d402548e0ac0de6a,results\v08_claude_remaining_plan_review.md,next_consultation,49,4. DEX Monitoring: Not Yet,sentence,unknown,"Uniswap processes thousands of swaps per hour. You'd need sophisticated filtering (sandwich attack detection, MEV awareness, whale wallet identification) that you don't have.",pending,,not_started,,d402548e0ac0de6a
claude_5bd2ee8f2372f273,results\v08_claude_remaining_plan_review.md,next_consultation,62,5. Preventing Telegram Noise,bullet,tg,"**Separate channels by urgency** - #critical (1-3/day), #watch (5-10/day), #fyi (rest)",pending,,not_started,,5bd2ee8f2372f273
claude_f9884441f2d562f0,results\v08_claude_remaining_plan_review.md,next_consultation,66,5. Preventing Telegram Noise,bullet,tg,"Every alert should answer: ""Why now? Why this? Why care?""",pending,,not_started,,f9884441f2d562f0
claude_b2fce87cbf403ddf,results\v08_claude_remaining_plan_review.md,next_consultation,118,9. First User-Ready Version,bullet,unknown,Simple feedback: 👍/👎 reactions,pending,,not_started,,b2fce87cbf403ddf
claude_3bde9704550f7ba2,results\v08_claude_remaining_plan_review.md,next_consultation,121,9. First User-Ready Version,sentence,unknown,✅ **Must not have:**,pending,,not_started,,3bde9704550f7ba2
claude_1869fd877128dea6,results\v08_claude_remaining_plan_review.md,next_consultation,126,9. First User-Ready Version,bullet,unknown,"**Test:** Would you pay $20/month for this? If not, don't launch.",pending,,not_started,,1869fd877128dea6
claude_646e4bd54b2e1aea,results\v08_claude_remaining_plan_review.md,next_consultation,141,10. Blunt Take,numbered,unknown,**This week:** Add 👍/👎 reactions to every alert. Track religiously.,pending,,not_started,,646e4bd54b2e1aea
claude_3a4405e6f7efb87a,results\v08_claude_remaining_plan_review.md,next_consultation,145,10. Blunt Take,numbered,unknown,"**Week 5:** If <80% of alerts get positive reactions, stop adding features and fix quality.",pending,,not_started,,3a4405e6f7efb87a
claude_c64c521ccf384272,results\v08_claude_remaining_plan_review.md,next_consultation,153,10. Blunt Take,bullet,asset_attribution,"**One more thing:** Your best feature isn't on the roadmap - **""Why this matters""** context. Every alert should teach the user something. ""Large Hyperliquid position opened"" is data. ""Whale opened $50M ETH long, last 3 times this wallet did this, ETH moved avg +4.2% in 48h"" is intelligence.",pending,,not_started,,c64c521ccf384272
claude_75f56de7676036f6,results\v08_claude_tg_product_card_review.md,next_consultation,21,1. Strongest Critique,sentence,unknown,But you don't have:,pending,,not_started,,75f56de7676036f6
claude_cf04b19c8f2db4d4,results\v08_claude_tg_product_card_review.md,next_consultation,26,1. Strongest Critique,sentence,unknown,"Your cards are still **explanatory prose** when they should be **scannable data rows**. The competing app screenshots show this clearly: users want to see **comparative rankings** and **structured facts**, not narrative explanations.",pending,,not_started,,cf04b19c8f2db4d4
claude_ee961cbdad66c83d,results\v08_claude_tg_product_card_review.md,next_consultation,38,2. What The TG Product Should Actually Be,sentence,tg,The mental model should be:,pending,,not_started,,ee961cbdad66c83d
claude_fd8214f4277f5caa,results\v08_claude_tg_product_card_review.md,next_consultation,66,Concrete Structure,bullet,unknown,"**Interrupts** (separate, rare):",pending,,not_started,,fd8214f4277f5caa
claude_d196f27accb9a2a4,results\v08_claude_tg_product_card_review.md,next_consultation,79,Keep,bullet,qa,Quality gates and token cooldown (essential),pending,,not_started,,d196f27accb9a2a4
claude_38256d43b8f5e81c,results\v08_claude_tg_product_card_review.md,next_consultation,84,Cut,bullet,unknown,"""Other"" category events (if you can't classify it, don't send it)",pending,,not_started,,38256d43b8f5e81c
claude_3550e7c2ef4b7095,results\v08_claude_tg_product_card_review.md,next_consultation,85,Cut,bullet,unknown,Verbose 🧠 interpretation sections (users don't read them),pending,,not_started,,3550e7c2ef4b7095
claude_eae9ee14b416ff7e,results\v08_claude_tg_product_card_review.md,next_consultation,144,Template 1: Board Snapshot (Main Channel),bullet,asset_attribution,Actionable context (price + OI together),pending,,not_started,,eae9ee14b416ff7e
claude_65039d7790f372b3,results\v08_claude_tg_product_card_review.md,next_consultation,233,Template 4: Whale Position Detail (Detail Channel),sentence,product,"⚠️ 这是仓位状态快照,不是交易建议",pending,,not_started,,65039d7790f372b3
claude_6db528839d439314,results\v08_claude_tg_product_card_review.md,next_consultation,370,False Urgency Detection,bullet,unknown,If event is reaction to price move: digest only,pending,,not_started,,6db528839d439314
claude_21363c09a68f1847,results\v08_claude_tg_product_card_review.md,next_consultation,399,Tier 2: Build Next Month,bullet,qa,1h and 24h aggregates,pending,,not_started,,21363c09a68f1847
claude_e1ff29280dd34c27,results\v08_claude_tg_product_card_review.md,next_consultation,441,Why Avoid,sentence,unknown,"The rule: **If traditional finance tools already do it well, don't compete. If it's on-chain/CEX-specific, own it.**",pending,,not_started,,e1ff29280dd34c27
claude_bec907cf38cb11bc,results\v08_claude_tg_product_card_review.md,next_consultation,654,Current Problem,bullet,unknown,Unverified (you don't know if this trader is good),pending,,not_started,,bec907cf38cb11bc
claude_0fdc031268656789,results\v08_claude_tg_product_card_review.md,next_consultation,744,Key Principles,numbered,unknown,"**Never say ""smart money""** or imply you should follow",pending,,not_started,,0fdc031268656789
claude_ce06e639934cec5c,results\v08_claude_tg_product_card_review.md,next_consultation,760,Current Problem,sentence,unknown,"Most netflows are operational (withdrawals to cold storage, routine treasury management) and don't signal new capital or trading intent.",pending,,not_started,,ce06e639934cec5c
claude_643a4e04e151583d,results\v08_claude_tg_product_card_review.md,next_consultation,853,Key Principles,numbered,unknown,**Don't over-interpret**: Stablecoin mint ≠ guaranteed pump,pending,,not_started,,643a4e04e151583d
claude_c79e83e95c346f9c,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,23,Morning Digest (8:00 AM UTC),sentence,unknown,⚡ OVERNIGHT PRIORITY EVENTS,pending,,not_started,,c79e83e95c346f9c
claude_146b9da98e850548,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,42,Morning Digest (8:00 AM UTC),bullet,unknown,News articles without actionable data,pending,,not_started,,146b9da98e850548
claude_ee1a32d111b05db4,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,57,Noon Digest (12:00 PM UTC),sentence,unknown,⚠️ NEW PRIORITY SIGNALS,pending,,not_started,,ee1a32d111b05db4
claude_26fa4f772f8bdd98,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,68,Noon Digest (12:00 PM UTC),bullet,unknown,"**Shorter than morning.** Only include *changes* since morning digest. If nothing material changed, skip it or send a one-liner: ""No priority changes since morning.""",pending,,not_started,,26fa4f772f8bdd98
claude_e1186fae4afa2ee3,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,83,Evening Digest (20:00 UTC),sentence,asset_attribution,"• Fed speech: No rate change, BTC +1.1% immediate reaction",pending,,not_started,,e1186fae4afa2ee3
claude_7b2fe6ede34c6311,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,96,Evening Digest (20:00 UTC),bullet,unknown,**Critical rule:** Evening digest must reference back to morning predictions. Did the $ARB unlock matter? Did funding rates normalize? This creates accountability and helps users learn which signals actually predict price action.,pending,,not_started,,7b2fe6ede34c6311
claude_6b46ef40b68b78e9,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,119,Tier 1: Engagement Metrics That Predict Retention,bullet,unknown,"This is the ultimate validation. If alerts don't precede trades, you're entertainment, not intelligence.",pending,,not_started,,6b46ef40b68b78e9
claude_6ce3c9741a3aa8bf,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,131,Tier 2: Signal Quality Metrics,bullet,unknown,"How often does a ""priority"" alert result in <2% price move in 24h?",pending,,not_started,,6ce3c9741a3aa8bf
claude_79fa5c2fdd614f48,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,140,Tier 3: Product Health Metrics,bullet,product,"If DAU/MAU <0.3, users don't find daily value. You're a novelty.",pending,,not_started,,79fa5c2fdd614f48
claude_0335f284e20ac792,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,187,What Historical Replay WILL Teach You,bullet,unknown,"You'll likely find: small unlocks (<1% supply) don't matter, large unlocks (>5%) have -2% to -8% impact in first 4 hours.",pending,,not_started,,0335f284e20ac792
claude_5461c003b2d56f4f,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,198,What Historical Replay WILL NOT Teach You,bullet,asset_attribution,Funding rate thresholds that mattered at 0.01% BTC funding don't matter at 0.10%.,pending,,not_started,,5461c003b2d56f4f
claude_5b6ff6c9892e7ba4,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,210,What Historical Replay WILL NOT Teach You,bullet,unknown,**Solution:** Don't try to predict black swans. Focus on normal market microstructure.,pending,,not_started,,5b6ff6c9892e7ba4
claude_a628a79fc3574701,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,238,Practical Replay Implementation Plan,bullet,unknown,"Measure precision for each. If combinations don't improve precision by >10%, don't use them (added complexity isn't worth it).",pending,,not_started,,a628a79fc3574701
claude_d444de5fdb77682b,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,244,Practical Replay Implementation Plan,bullet,unknown,"Build suppression rules: ""Don't alert on $TOKEN if last 3 alerts had <2% price impact.""",pending,,not_started,,d444de5fdb77682b
claude_a6e507bc4fb084a3,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,300,Where to Use AI Classification (10% of Your Product),bullet,taxonomy,"Read the contract code, the exploit transaction, and classify severity.",pending,,not_started,,a6e507bc4fb084a3
claude_9c919718f72ac6a7,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,310,Where to Use AI Classification (10% of Your Product),bullet,taxonomy,**AI task:** Detect unusual *combinations* that don't fit known patterns.,pending,,not_started,,9c919718f72ac6a7
claude_250fcf0ea700ac04,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,317,Where NOT to Use AI (Common Mistakes),bullet,unknown,"Don't use GPT to write ""Bitcoin open interest increased by $4.2M in the last hour.""",pending,,not_started,,250fcf0ea700ac04
claude_da7d35fdc0ef5da5,results\v08_claude_tg_product_card_review_continuation.md,next_consultation,322,Where NOT to Use AI (Common Mistakes),bullet,unknown,"Don't ask GPT ""Should I alert the user about this OI change?""",pending,,not_started,,da7d35fdc0ef5da5
