candidate_id,raw_id,raw_published_at,published_at,published_at_utc,published_at_china,raw_source_published_at,source_published_at_utc,source_published_at_china,source_timezone,source_timezone_assumption,source_lag_minutes,backtest_time,backtest_time_utc,backtest_time_china,backtest_time_basis,time_timezone_assumption,time_parse_status,time_parse_flags,title,content,source,url,candidate_asset_symbol,candidate_binance_spot_symbol,candidate_binance_futures_symbol,candidate_event_type,candidate_direction_hint,candidate_importance,event_scope,asset_confidence,time_confidence,needs_review,review_decision,review_notes,quality_flags
cand_00316,news:1033:9c2493902de628ea,2026-05-18T19:47:56Z,2026-05-19 03:47:56 UTC+8,2026-05-18T19:47:56Z,2026-05-19 03:47:56 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:47:56 UTC+8,2026-05-18T19:47:56Z,2026-05-19 03:47:56 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,阿布扎比国家石油公司首席执行官：针对巴拉卡核电站的攻击是对和平项目的“恐怖主义行为”,阿布扎比国家石油公司首席执行官：针对巴拉卡核电站的攻击是对和平项目的“恐怖主义行为”。,news:jin10,https://www.jin10.com/detail/20260518194756970800.html,,,,hack_security,risk,4,unknown,low,high,true,,,missing_asset
cand_00317,2056461066893430892,2026-05-18T19:45:00Z,2026-05-19 03:45:00 UTC+8,2026-05-18T19:45:00Z,2026-05-19 03:45:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:45:00 UTC+8,2026-05-18T19:45:00Z,2026-05-19 03:45:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"⚡️REVOLUT LAUNCHES FIRST PHYSICAL CRYPTO CARD

Revolut unveiled its first physical crypto card as crypto-linked payments","⚡️REVOLUT LAUNCHES FIRST PHYSICAL CRYPTO CARD

Revolut unveiled its first physical crypto card as crypto-linked payments see wider adoption. https://t.co/AHzvwBSSZm",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00318,2056460886089605526,2026-05-18T19:44:17Z,2026-05-19 03:44:17 UTC+8,2026-05-18T19:44:17Z,2026-05-19 03:44:17 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:44:17 UTC+8,2026-05-18T19:44:17Z,2026-05-19 03:44:17 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Zerohash Europe获得荷兰央行电子货币机构牌照,币界网消息，据The Block报道，加密基础设施服务商Zerohash Europe已获得荷兰中央银行（DNB）颁发的电子货币机构（EMI）牌照，成为首家同时持有欧盟MiCA加密资产监管牌照与EMI牌照的机构。根据欧洲银行管理局（EBA）此前发布的监管指引，涉及稳定币支付流的相关业务需额外取得EMI许可。获得双重牌照后，Zerohash可在欧洲经济区（EEA）范围内同时。,webhook,,,,,institutional_flow,observe,4,unknown,low,high,true,,,missing_asset
cand_00319,news:1033:a559f7ee4b5e89e2,2026-05-18T19:42:17Z,2026-05-19 03:42:17 UTC+8,2026-05-18T19:42:17Z,2026-05-19 03:42:17 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:42:17 UTC+8,2026-05-18T19:42:17Z,2026-05-19 03:42:17 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,美元指数DXY短线下挫近20点，报99.06,美元指数DXY短线下挫近20点，报99.06。,news:jin10,https://www.jin10.com/detail/20260518194217180800.html,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00320,news:1033:4421a4915755238b,2026-05-18T19:41:31Z,2026-05-19 03:41:31 UTC+8,2026-05-18T19:41:31Z,2026-05-19 03:41:31 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:41:31 UTC+8,2026-05-18T19:41:31Z,2026-05-19 03:41:31 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,现货黄金短线拉升约25美元，报4553.22美元/盎司；现货白银短线上扬约1美元，报76.69美元/盎司,现货黄金短线拉升约25美元，报4553.22美元/盎司；现货白银短线上扬约1美元，报76.69美元/盎司。,news:jin10,https://www.jin10.com/detail/20260518194131875800.html,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00321,news:1032:84b941f6ec0f8da0,2026-05-18T19:39:44Z,2026-05-19 03:39:44 UTC+8,2026-05-18T19:39:44Z,2026-05-19 03:39:44 UTC+8,,,,Asia/Shanghai,default_china,,2026-05-19 03:39:44 UTC+8,2026-05-18T19:39:44Z,2026-05-19 03:39:44 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Institutional FOMO Around XRP ETFs Is Reaching New Heights as Weekly Inflows Hit 2026 High,"XRP ETF momentum surges as major financial firms enter the race amid record weekly inflows.

Market analyst Diana notes that the XRP ETF race is quickly becoming one of 2026’s fiercest institutional contests, as the asset moves from a once-speculative corner of crypto into a serious magnet for capital.

Wealth managers, hedge funds, liquidity providers, and advisory firms are now competing to gain regulated exposure to XRP through ETF products.

Recent SEC filings show a widening push by financial firms building exposure across multiple XRP ETF products. One of the most closely watched disclosures comes from Larson Financial Group, which reported positions in several XRP-linked funds.

The firm holds about 74,077 shares of the Franklin XRP ETF (XRPZ), valued at roughly $1.1 million, alongside an additional 37,275 shares worth nearly $742,000. Beyond Franklin’s product, filings also show smaller allocations to the Canary XRP ETF (XRPC), the Volatility Shares XRP ETF, and the REX-Osprey XRP ETF, signaling a diversified approach to XRP exposure across issuers.

Why does this matter? Well, these disclosures matter beyond the figures alone. Where traditional advisory firms once kept crypto exposure narrowly focused on Bitcoin products, there is now a clear shift underway. Increasing allocation to XRP-focused ETFs points to a growing institutional view of XRP as more than a speculative play.

Instead, it is gradually being positioned within a broader digital asset allocation framework.

Another notable development came from Flow Traders, a leading global liquidity provider and market maker. Recent SEC filings show the firm has built exposure across multiple XRP ETF products, including leveraged and diversified issuers such as the 2x XRP ETF, ProShares Ultra XRP ETF, and REX-Osprey XRP ETF.

For a player of this scale to position itself across several XRP-linked vehicles points to growing confidence in both demand and liquidity depth within the XRP ETF market.

The institutional buildup shows no signs of slowing. Hurley Capital has also reported positions in the Franklin XRP Trust, while Inscription Capital LLC surfaced in SEC filings with exposure to Franklin Templeton’s XRP ETF.

Therefore, these disclosures reinforce a clear trend: XRP exposure is steadily expanding across a wider range of institutional players in the financial sector.

Capital inflows into XRP ETFs continue to gather momentum, with funds attracting a reported $60.5 million in a single week, the strongest weekly inflow recorded in 2026 so far.

This surge has pushed total net assets across XRP ETF products to roughly $1.18 billion, highlighting the accelerating institutional appetite building around the asset.

The momentum intensified in April as XRP ETFs pulled in $81.59 million in monthly inflows , surpassing expectations and strengthening XRP’s position among leading institutional digital asset products.

Furthermore, Citadel Advisors revealed over $1.7 million in exposure across multiple XRP ETFs, further adding a major institutional name to the expanding roster of market participants.

Therefore, these developments signal a clear shift in momentum. Institutional investors are no longer standing on the sidelines, they are positioning early for what many see as the next major phase of crypto adoption. Within this rotation, XRP ETFs are quickly emerging as one of the most competitive frontiers in digital finance.

Don’t miss out and join our newsletter to get the latest, well-curated news from the crypto world!

Brian Njuguna is a seasoned crypto journalist at Coinpaper, specializing in blockchain innovation, market trends, and regulatory developments. With a background in economics and years of experience covering the digital asset space, Brian delivers sharp, data-driven insights that cut through the hype. His reporting bridges global crypto narratives with emerging market perspectives, making complex topics accessible to a wide audience.

https://coinpaper.com/17114/institutional-fomo-around-xrp-et-fs-is-reaching-new-heights-as-weekly-inflows-hit-2026-high",news:coinpaper,https://coinpaper.com/17114/institutional-fomo-around-xrp-et-fs-is-reaching-new-heights-as-weekly-inflows-hit-2026-high,BTC,BTCUSDT,BTCUSDT,macro,observe,4,multi_asset,low,high,true,,,"multi_asset,market_wide_event"
cand_00322,news:1033:8a4a6b0098ff4d2f,2026-05-18T19:39:32Z,2026-05-19 03:39:32 UTC+8,2026-05-18T19:39:32Z,2026-05-19 03:39:32 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:39:32 UTC+8,2026-05-18T19:39:32Z,2026-05-19 03:39:32 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,消息人士：美国提出暂时豁免伊朗石油制裁,据伊朗塔斯尼姆通讯社：接近谈判团队的消息人士表示，美国已在其新文本中接受解除对伊朗的石油制裁，并已提议在达成最终谅解之前，暂停美国财政部海外资产控制办公室的相关制裁。,news:jin10,https://www.jin10.com/detail/20260518193932627800.html,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00323,news:1033:3808a283034c05b9,2026-05-18T19:38:54Z,2026-05-19 03:38:54 UTC+8,2026-05-18T19:38:54Z,2026-05-19 03:38:54 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:38:54 UTC+8,2026-05-18T19:38:54Z,2026-05-19 03:38:54 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,航行警告！渤海北部执行军事任务,据中国海事局网站消息，营口海事局发布航行警告，5月19日3时至9时，渤海北部部分海域进行军事演习，禁止驶入。 ​​​,news:jin10,https://www.jin10.com/detail/20260518193854377800.html,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00324,news:1023:0b5e5f49d6fd3a14,2026-05-18T19:37:15Z,2026-05-19 03:37:15 UTC+8,2026-05-18T19:37:15Z,2026-05-19 03:37:15 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 03:37:15 UTC+8,2026-05-18T19:37:15Z,2026-05-19 03:37:15 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Leopold Aschenbrenner bets $13.6b on miners,"Ex-OpenAI researcher Leopold Aschenbrenner’s Situational Awareness fund has doubled to $13.67b, with Bitcoin miners as its top long positions.

Aschenbrenner, who was fired from OpenAI in 2024 over an alleged information leak, filed the fund’s Q1 2026 13F with the SEC on May 15, with the regulator accepting it on May 18. The document shows disclosed equity exposure more than doubling from $5.52 billion at end-2025 to $13.67 billion as of March 31.

The largest long positions span Bitcoin miners IREN, Core Scientific, Riot Platforms, CleanSpark, Bitfarms, Bitdeer, and Hive Digital, alongside energy and compute plays Bloom Energy, SanDisk, and CoreWeave. As Fortune noted in its March profile, the thesis holds that “the most valuable assets in the AI era may not be algorithms, but electricity and computing power.”

Aschenbrenner’s investment logic holds that AI buildout will be bottlenecked by power and land, not chips. Bitcoin miners already hold high-density power sites and grid access that AI companies cannot replicate quickly. His 165-page “Situational Awareness: The Decade Ahead” paper argued that compute infrastructure, not model development, would determine the pace of AGI progress.

The trend is reshaping reported earnings across the sector. As crypto.news reported , TeraWulf’s AI and HPC hosting revenue of $21 million outpaced Bitcoin mining revenue for the first time in Q1 2026. Core Scientific, among Aschenbrenner’s disclosed holdings, has announced plans to repurpose its Pecos site into a 1.5GW AI data center campus, repurposing 300MW of existing mining capacity.

Alongside the miner longs, the fund opened $7.46 billion in put options against the chip sector. The largest positions were $2.04 billion against the VanEck Semiconductor ETF, $1.57 billion against Nvidia, $1.07 billion against Oracle, and $1.01 billion against Broadcom, the filing shows.

The pairing makes the thesis internally consistent: if AI value accrues to power sites rather than chip makers, semiconductor valuations face compression even as infrastructure operators gain.

Crypto.news documented this broader miner pivot in an earlier analysis of firms leaping into HPC , noting that companies from Bitdeer to Riot are accelerating the conversion of mining facilities into AI data centers. Full Q1 holdings data is available at the Situational Awareness LP 13F tracker on 13f.info.",news:cryptonews,https://crypto.news/leopold-aschenbrenner-bets-13-6b-on-miners/,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,,,
cand_00325,2056458300183421385,2026-05-18T19:34:00Z,2026-05-19 03:34:00 UTC+8,2026-05-18T19:34:00Z,2026-05-19 03:34:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:34:00 UTC+8,2026-05-18T19:34:00Z,2026-05-19 03:34:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"JUST IN: Reagan Presidential Library in Simi Valley, CA evacuated as the wildfire rapidly expands.","JUST IN: Reagan Presidential Library in Simi Valley, CA evacuated as the wildfire rapidly expands.",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00326,news:1033:83a7787d2937b124,2026-05-18T19:33:58Z,2026-05-19 03:33:58 UTC+8,2026-05-18T19:33:58Z,2026-05-19 03:33:58 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:33:58 UTC+8,2026-05-18T19:33:58Z,2026-05-19 03:33:58 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,黎巴嫩总统：黎巴嫩的谈判框架包括以色列撤军、停火、军队在边界的部署、难民的回归以及对黎巴嫩的经济或财政援助,黎巴嫩总统：黎巴嫩的谈判框架包括以色列撤军、停火、军队在边界的部署、难民的回归以及对黎巴嫩的经济或财政援助。,news:jin10,https://www.jin10.com/detail/20260518193358893800.html,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00327,news:1033:2eaccba5f9b68d90,2026-05-18T19:32:25Z,2026-05-19 03:32:25 UTC+8,2026-05-18T19:32:25Z,2026-05-19 03:32:25 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:32:25 UTC+8,2026-05-18T19:32:25Z,2026-05-19 03:32:25 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,巴基斯坦据悉已向沙特派遣了一个战斗机中队和数千名士兵,据路透社报道，根据一项共同防御协定，巴基斯坦已向沙特阿拉伯派遣了8000名士兵、一个战斗机中队和一套防空系统，在其担任伊朗战争主要调解人的同时，进一步加强了与利雅得的军事合作。此次部署的规模此前从未公开，但现已得到三名安全官员和两名政府消息人士的证实。他们均表示，这是一支规模可观、具备作战能力的部队，旨在一旦沙特再次遭受攻击，可为其军队提供支持。据消息人士透露，巴基斯坦已部署了一个约16架飞机的完整中队，这些战机于4月初被派往沙特。两名安全官员表示，巴基斯坦还派出了两个无人机中队。这五名消息人士均表示，此次部署包括约8000名士兵，并承诺如有需要将增派更多兵力。他们表示，装备将由巴基斯坦人员操作，费用由沙特方面承担。,news:jin10,https://www.jin10.com/detail/20260518193225650800.html,BTC,BTCUSDT,BTCUSDT,hack_security,risk,4,market_wide,medium,high,true,,,market_wide_event
cand_00328,2056457367584162122,2026-05-18T19:30:18Z,2026-05-19 03:30:18 UTC+8,2026-05-18T19:30:18Z,2026-05-19 03:30:18 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:30:18 UTC+8,2026-05-18T19:30:18Z,2026-05-19 03:30:18 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"🇺🇸 UPDATE: US CPI inflation is projected to rise above 5% this year if recent monthly trends continue, potentially marki","🇺🇸 UPDATE: US CPI inflation is projected to rise above 5% this year if recent monthly trends continue, potentially marking the highest inflation level since February 2023. https://t.co/huU4k2iEvd",webhook,,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00329,2056457321799377121,2026-05-18T19:30:07Z,2026-05-19 03:30:07 UTC+8,2026-05-18T19:30:07Z,2026-05-19 03:30:07 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:30:07 UTC+8,2026-05-18T19:30:07Z,2026-05-19 03:30:07 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Messari报告：2026年Q1 Solana链上应用总收入达3.422亿美元,币界网消息，据Messari报告，2026年第一季度，Solana链上应用总收入（chain gdp）为3.422亿美元，其中Pumpfun收入达1.247亿美元，仍为收入最高的应用。同期，真实经济价值（rev）下降1%至8950万美元，在所有网络中仅次于Hyperliquid。同时，Solana DeFi TVL下降22%至61.6亿美元，主要受SOL价格下跌33%影响，而非用户流失所致。,webhook,,SOL,SOLUSDT,SOLUSDT,macro,observe,4,market_wide,high,high,true,,,market_wide_event
cand_00330,2056457273006850375,2026-05-18T19:29:55Z,2026-05-19 03:29:55 UTC+8,2026-05-18T19:29:55Z,2026-05-19 03:29:55 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:29:55 UTC+8,2026-05-18T19:29:55Z,2026-05-19 03:29:55 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"JUST IN: Meta reportedly plans to launch its 10% layoffs on Wednesday, with termination notices going out at 4 a.m. loca","JUST IN: Meta reportedly plans to launch its 10% layoffs on Wednesday, with termination notices going out at 4 a.m. local time.",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00331,news:1033:49d88ed3b3fd4325,2026-05-18T19:29:37Z,2026-05-19 03:29:37 UTC+8,2026-05-18T19:29:37Z,2026-05-19 03:29:37 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:29:37 UTC+8,2026-05-18T19:29:37Z,2026-05-19 03:29:37 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,据纽约时报：美国正试图修改一项长期军事安排，以确保即使格陵兰独立，美军也能无限期留在格陵兰,据纽约时报：美国正试图修改一项长期军事安排，以确保即使格陵兰独立，美军也能无限期留在格陵兰。,news:jin10,https://www.jin10.com/detail/20260518192937986800.html,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00332,news:1033:7092b488f209993e,2026-05-18T19:28:19Z,2026-05-19 03:28:19 UTC+8,2026-05-18T19:28:19Z,2026-05-19 03:28:19 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:28:19 UTC+8,2026-05-18T19:28:19Z,2026-05-19 03:28:19 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,黎巴嫩总统：我的责任是尽一切可能，尽量以更低的成本来阻止战争对我的人民和国家的影响,黎巴嫩总统：我的责任是尽一切可能，尽量以更低的成本来阻止战争对我的人民和国家的影响。,news:jin10,https://www.jin10.com/detail/20260518192819568800.html,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00333,2056456841203204341,2026-05-18T19:28:12Z,2026-05-19 03:28:12 UTC+8,2026-05-18T19:28:12Z,2026-05-19 03:28:12 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:28:12 UTC+8,2026-05-18T19:28:12Z,2026-05-19 03:28:12 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"JUST IN: Meta reportedly plans to launch its 10% layoffs on Wednesday, with notices going out at 4 a.m. local time.","JUST IN: Meta reportedly plans to launch its 10% layoffs on Wednesday, with notices going out at 4 a.m. local time.",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00334,2056456590119883045,2026-05-18T19:27:12Z,2026-05-19 03:27:12 UTC+8,2026-05-18T19:27:12Z,2026-05-19 03:27:12 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:27:12 UTC+8,2026-05-18T19:27:12Z,2026-05-19 03:27:12 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Nuts that this is possible within a day.  This took startups months to land before,Nuts that this is possible within a day.  This took startups months to land before,webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00335,2056455427085176917,2026-05-18T19:22:35Z,2026-05-19 03:22:35 UTC+8,2026-05-18T19:22:35Z,2026-05-19 03:22:35 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:22:35 UTC+8,2026-05-18T19:22:35Z,2026-05-19 03:22:35 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"As wealth grows, portfolios get more complex.
 
More than half of advisors use models for high-net-worth clients, helpin","As wealth grows, portfolios get more complex.
 
More than half of advisors use models for high-net-worth clients, helping optimize portfolio management to deliver more personalized solutions and free up time to focus on clients.
 
As needs evolve, the approach should too.
 
Learn how our models can help: https://t.co/4LiVEJk12D

Content is intended for Financial Professionals only.",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00336,news:1033:e60ae43a32cdc121,2026-05-18T19:20:59Z,2026-05-19 03:20:59 UTC+8,2026-05-18T19:20:59Z,2026-05-19 03:20:59 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:20:59 UTC+8,2026-05-18T19:20:59Z,2026-05-19 03:20:59 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,2026年中美欧日韩知识产权五局合作副局长视频会议召开,近日，2026年中美欧日韩知识产权五局（IP5）合作副局长会议以视频形式召开。中国国家知识产权局副局长张志成率团出席。会议听取了各工作组和新兴技术/人工智能路线图建立以来的工作进展及成果，通过了前沿技术专利相关统计数据交换项目。五局一致同意，在未来合作中进一步考虑产业界在新兴技术与人工智能领域的合作需求，并就修订的五局合作愿景声明达成一致意见。会上，五局还就优化副局长会和各工作组的工作机制达成原则一致。,news:jin10,https://www.jin10.com/detail/20260518192059463800.html,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00337,2056454526316482984,2026-05-18T19:19:00Z,2026-05-19 03:19:00 UTC+8,2026-05-18T19:19:00Z,2026-05-19 03:19:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:19:00 UTC+8,2026-05-18T19:19:00Z,2026-05-19 03:19:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"NEW: Evacuation orders issued for wildfire in Simi Valley, now burning just miles from the Ronald Reagan Presidential Li","NEW: Evacuation orders issued for wildfire in Simi Valley, now burning just miles from the Ronald Reagan Presidential Library.",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00338,2056454101525725665,2026-05-18T19:17:19Z,2026-05-19 03:17:19 UTC+8,2026-05-18T19:17:19Z,2026-05-19 03:17:19 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:17:19 UTC+8,2026-05-18T19:17:19Z,2026-05-19 03:17:19 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"Will AI investment deliver the revenues needed to match its scale?

In our Q2 Global Outlook, we see early signs of reve","Will AI investment deliver the revenues needed to match its scale?

In our Q2 Global Outlook, we see early signs of revenue growth from AI model builders, but uncertainty remains over how returns will be distributed. Read more: https://t.co/jrCAKhziAL https://t.co/OFloyLDRAT",webhook,,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00339,2056454065106698551,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 03:17:10 UTC+8,2026-05-18T19:17:10Z,2026-05-19 03:17:10 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,JUST IN: Pro-Bitcoin Kevin Warsh to be sworn in as Federal Reserve Chair this Friday 👀🇺🇸 https://t.co/61p7sCHfHu,JUST IN: Pro-Bitcoin Kevin Warsh to be sworn in as Federal Reserve Chair this Friday 👀🇺🇸 https://t.co/61p7sCHfHu,webhook,,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,high,high,true,,,market_wide_event
cand_00340,news:3001:df8c3b5f0aec96cd,2026-05-18T19:14:43Z,2026-05-19 03:14:43 UTC+8,2026-05-18T19:14:43Z,2026-05-19 03:14:43 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,2026-05-19 03:14:43 UTC+8,2026-05-18T19:14:43Z,2026-05-19 03:14:43 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,【ZEC最大空头】TON 空单 新开仓!,"🚀 Hyperliquid 持仓异动 | 巨鲸新开仓提醒 🚀
📅 时间: 2026/5/19 03:14:42
🐳 【ZEC最大空头】TON 空单 新开仓!
💰 TON空单建仓 515,969.50 枚
▫️ 开仓价: 2.25美元
▫️ 当前币价: 1.95美元
▫️ 清算价: 21.60美元
▫️ 持仓规模: 1,004,541.02美元
📌 地址: 0xd47587702a91731Dc1089B5DB0932cF820151A91
🔥 注: 该地址在184美元起做空ZEC，曾浮亏2100万，后扭亏为盈，近期成为标普500最大多头，规模超7000万。 🔥
Hyperliquid 官网查看:https://app.hyperliquid.xyz/",tg:HyperInsight,https://t.me/HyperInsight/88738,BTC,BTCUSDT,BTCUSDT,macro,observe,4,market_wide,medium,high,true,,,market_wide_event
cand_00341,news:1033:020b174b64aff464,2026-05-18T19:14:22Z,2026-05-19 03:14:22 UTC+8,2026-05-18T19:14:22Z,2026-05-19 03:14:22 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,2026-05-19 03:14:22 UTC+8,2026-05-18T19:14:22Z,2026-05-19 03:14:22 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,俄罗斯外长拉夫罗夫：俄罗斯一贯支持美国和伊朗在当前外交进程中都愿意接受的任何方案,俄罗斯外长拉夫罗夫：俄罗斯一贯支持美国和伊朗在当前外交进程中都愿意接受的任何方案。,news:jin10,https://www.jin10.com/detail/20260518191422942800.html,,,,other,observe,3,unknown,low,high,true,,,"missing_asset,unknown_event_type"
cand_00342,news:1020:83b2031884f874d9,2026-05-18T19:13:48Z,2026-05-19 03:13:48 UTC+8,2026-05-18T19:13:48Z,2026-05-19 03:13:48 UTC+8,,,,Asia/Shanghai,default_china,,2026-05-19 03:13:48 UTC+8,2026-05-18T19:13:48Z,2026-05-19 03:13:48 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,$1.80 or $1.00? Analyst Maps Out XRP's Next Big Move - U.Today,"XRP could be on the verge of significant volatility. The Ripple-linked cryptocurrency has formed a classic technical signal that could potentially indicate a major price expansion.

The token is currently experiencing its tightest Bollinger Band squeeze on the 3-day chart in over a year.

In technical analysis, Bollinger Bands measure market volatility. When these bands compress tightly together, it typically precedes a violent breakout as the market releases built-up pressure.

The analyst believes that the current market structure is essentially a ""no-trade zone"" despite anticipating a massive move.

Currently, XRP is trapped in a narrow consolidation range. A clean three-day candlestick close outside of the defined $1.29 to $1.50 boundary would be needed to confirm a new trend.

A close above the $1.50 resistance level would be great news for the bulls. In such a case, they could start aiming for the $1.80 level.

Conversely, a close below the $1.29 would open the door for a deeper market correction, potentially driving XRP back down to test the psychological support level of $1.00.

In February, XRP experienced a massive capitulation candle. The price plummeted from the $1.70 region, driving a massive wick all the way down toward the $1.01 to $1.13 support zone.

During this violent sell-off, the Bollinger Bands expanded drastically, visually representing the extreme market volatility.

Following the February crash, the chart shows XRP entering a prolonged period of stagnation.

Throughout March and April, the price action flattened, characterized by a series of small, indecisive candlesticks.

The upper and lower Bollinger Bands have pinched together into a tight, horizontal channel.

The asset has completely run out of room to consolidate within this technical structure. A break of either the upper or lower boundary is required to resolve the month-long squeeze.

Disclaimer: The opinions expressed here are not investment advice; they are provided for informational purposes only. The opinions expressed by our writers are their own and do not represent the views of U.Today. Every investment and all trading involves risk, so you should always perform your own research prior to making decisions. U.Today is not liable for any financial losses incurred while trading cryptocurrencies. We do not recommend investing money you cannot afford to lose.

Read more on U.Today "" + document.location.href + """,news:utoday,https://u.today/180-or-100-analyst-maps-out-xrps-next-big-move,XRP,XRPUSDT,XRPUSDT,other,observe,3,single_asset,high,high,true,,,unknown_event_type
