candidate_id,raw_id,published_at,published_at_utc,published_at_china,backtest_time,backtest_time_utc,backtest_time_china,source_timezone,source_timezone_assumption,title,content,source,url,primary_asset_symbol,primary_entity,primary_entity_type,detected_entity_names,event_type_l1,event_type_l2,event_scope,publish_decision,research_priority,relevance_score_realtime,impact_score,certainty_score,timeliness_score,entity_quality_score,source_count,duplicate_count,discard_reason,primary_discard_reason,secondary_discard_reasons,tradability_tier,tradability_tier_reason,channel_route,entity_flags,quality_flags,recommended_benchmark,benchmark_reason,manual_decision,manual_event_type_l1,manual_event_type_l2,manual_primary_asset_symbol,manual_notes
cand_00124,2056519415211192670,2026-05-19 07:36:51 UTC+8,2026-05-18T23:36:51Z,2026-05-19 07:36:51 UTC+8,2026-05-19 07:36:51 UTC+8,2026-05-18T23:36:51Z,2026-05-19 07:36:51 UTC+8,Asia/Shanghai,source_rule:webhook,"#PeckShieldAlert @dcfgod reports that @EchoProtocol_ was hacked on @monad 

The hacker minted 1k $eBTC ($76.7M) &, utili","#PeckShieldAlert @dcfgod reports that @EchoProtocol_ was hacked on @monad 

The hacker minted 1k $eBTC ($76.7M) &, utilizing the tested flow, deposited 45 $eBTC ($3.45M) into Curvance. They then borrowed ~11.29 $WBTC ($867.7K) against it, bridged the $WBTC to #Ethereum, swapped them for $ETH, and sent 384 $ETH (~$821.7K) to #TornadoCash.",webhook,,BTC,asset_ebtc,asset,Ethereum|Wrapped Bitcoin|eBTC|Hacker|Monad|Echo Protocol|Curvance|Tornado Cash,hack_security,exploit_or_theft,single_asset,human_review,medium,69.25,90,85.0,80,50,1,1,,,,T1,direct_asset_event_with_price,alpha_candidate,"multiple_assets_detected,candidate_asset_mismatch",,ETHUSDT,btc_event_uses_eth_or_market_basket,,,,,
cand_00105,2056526392758788419,2026-05-19 08:04:35 UTC+8,2026-05-19T00:04:35Z,2026-05-19 08:04:35 UTC+8,2026-05-19 08:04:35 UTC+8,2026-05-19T00:04:35Z,2026-05-19 08:04:35 UTC+8,Asia/Shanghai,source_rule:webhook,链上监测：黑客在Monad平台上铸造1000枚EBTC并洗钱,"币界网消息，据链上监测平台Lookonchain报道，最近发生了一起黑客攻击事件。黑客在Monad平台上铸造了1000枚$EBTC（约合7664万美元），随后将45枚$EBTC（约合345万美元）存入Curvance，借入11.3枚$WBTC（约合867,000美元），并将其跨链至以太坊，兑换为385枚$ETH（约合821,000美元）。最后，黑客将这385枚$ETH存入Tornado Cash进行洗钱，目前仍持有955枚$EBTC（约合7320万美元）。",webhook,,BTC,asset_ebtc,asset,Ethereum|Wrapped Bitcoin|eBTC|US Dollar|Hacker|Monad|Curvance|Tornado Cash|Lookonchain,hack_security,exploit_or_theft,single_asset,human_review,medium,69.25,90,85.0,80,50,1,0,,,,T1,direct_asset_event_with_price,alpha_candidate,"multiple_assets_detected,candidate_asset_mismatch",market_wide_event,ETHUSDT,btc_event_uses_eth_or_market_basket,,,,,
cand_00041,2056546956189765686,2026-05-19 09:26:17 UTC+8,2026-05-19T01:26:17Z,2026-05-19 09:26:17 UTC+8,2026-05-19 09:26:17 UTC+8,2026-05-19T01:26:17Z,2026-05-19 09:26:17 UTC+8,Asia/Shanghai,source_rule:webhook,"近三天囤积的 ETH 数量增长至 6627.79 枚，价值 1427.6 万美元😆

「曾在 2016 年以均价 $3.45 建仓 11004 枚 $ETH 并获利 3038 万美金的聪明钱」10 小时前再次于链上买入 1344.18 枚","近三天囤积的 ETH 数量增长至 6627.79 枚，价值 1427.6 万美元😆

「曾在 2016 年以均价 $3.45 建仓 11004 枚 $ETH 并获利 3038 万美金的聪明钱」10 小时前再次于链上买入 1344.18 枚 ETH（283 万美元）；目前新建仓部分的平均成本为 $2153.95，现浮亏 16.5 万美元，链上的 USDC 已全部用于建仓

钱包地址 https://t.co/roe94Md9NY

#Bitget 来了就是VIP！Crypto、美股、CFD，全球先机一站布局",webhook,,ETH,asset_eth,asset,Ethereum|US Dollar|Stablecoin|Whale|Wallet,whale_position,whale_wallet_position,market_wide,human_review,medium,68.25,75,85.0,80,85,1,2,,,,T1,direct_asset_event_with_price,alpha_candidate,,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00449,2056424419023823124,2026-05-19 01:19:22 UTC+8,2026-05-18T17:19:22Z,2026-05-19 01:19:22 UTC+8,2026-05-19 01:19:22 UTC+8,2026-05-18T17:19:22Z,2026-05-19 01:19:22 UTC+8,Asia/Shanghai,source_rule:webhook,Ethereum Foundation 研究员 Carl Beek 与 Julian Ma 于周一宣布离职。其中，Carl Beek 在以太坊工作约 7 年，曾参与 Beacon Chain 及以太坊 PoS 升级；Julian Ma 在以,Ethereum Foundation 研究员 Carl Beek 与 Julian Ma 于周一宣布离职。其中，Carl Beek 在以太坊工作约 7 年，曾参与 Beacon Chain 及以太坊 PoS 升级；Julian Ma 在以太坊工作约 4 年，曾参与 FOCIL（EIP-7805）提案撰写及 Fast Confirmation Rule 推进工作。此前，Ethereum Foundation 前联合执行董事 Tomasz K. Stańczak、前成员 Josh Stark，以及 Protocol 团队成员 Barnabé Monnot、Tim Beiko、Alex Stokes 等人也已相继离职或暂时休假。（The Block）https://t.co/9gtDyj94Sj,webhook,,ETH,asset_eth,asset,Ethereum|Foundation,network_upgrade,upgrade_or_fork,single_asset,human_review,medium,68.25,75,85.0,80,85,1,0,,,,T3,default_research_only,research_only,,,BTCUSDT,eth_event_uses_btc_or_market_basket,,,,,
cand_00227,news:2012:da417e582651905f,2026-05-19 05:20:51 UTC+8,2026-05-18T21:20:51Z,2026-05-19 05:20:51 UTC+8,2026-05-19 05:20:51 UTC+8,2026-05-18T21:20:51Z,2026-05-19 05:20:51 UTC+8,Asia/Shanghai,default_china,Revolut推出首张实体加密卡，主打Dogecoin主题,金融科技公司 Revolut 宣布推出其首张实体加密借记卡，该卡以 Dogecoin 为主题，并配备可在用户轻触支付时亮起的 LED 显示屏。该卡可在支持 Visa 和 Mastercard 的商户使用，并将率先在英国及欧洲经济区推出。此次发布正值加密卡使用量持续增长之际。Crypto.com、Coinbase、Binance 等平台均在扩大加密卡服务，Gemini 也将信用卡业务视为重要收入增长来源。数据显示，近期加密卡日交易量已多次突破 10 万笔，行业支付场景正在进一步扩展。,news:odaily_exchange_gap,https://www.odaily.news/zh-CN/newsflash/482275,DOGE,asset_doge,asset,Dogecoin|Binance|Coinbase|Revolut|Crypto Card,project_business,payment_adoption,single_asset,human_review,medium,68.0,65,80.0,80,85,2,1,,,,T3,indirect_or_research_only,research_only,possible_price_recap,unknown_event_type,BTC_ETH_BLEND,token_event_uses_blended_btc_eth,,,,,
cand_00456,news:1029:025910545d4c28a2,2026-05-19 01:11:22 UTC+8,2026-05-18T17:11:22Z,2026-05-19 01:11:22 UTC+8,2026-05-19 01:11:22 UTC+8,2026-05-18T17:11:22Z,2026-05-19 01:11:22 UTC+8,Asia/Shanghai,default_china,Ethereum's Vitalik Buterin Explains How AI Could Make Smart Contracts Truly Secure,"Writer by choice, CryptoCurrency Writer, and Researcher by chance. Currently, focusing on financial news and analysis, as well as cryptocurrency news and data. One may not call me a crypto “Enthusiast” but trust me I'm getting there.

Writer by choice, CryptoCurrency Writer, and Researcher by chance. Currently, focusing on financial news and analysis, as well as cryptocurrency news and data. One may not call me a crypto “Enthusiast” but trust me I'm getting there.

Writer by choice, CryptoCurrency Writer, and Researcher by chance. Currently, focusing on financial news and analysis, as well as cryptocurrency news and data. One may not call me a crypto “Enthusiast” but trust me I'm getting there.

Ethereum co-founder Vitalik Buterin has published a detailed argument that AI-assisted formal verification could fundamentally change how secure software is built, pushing back against growing pessimism in the cybersecurity community about whether trustless systems can survive increasingly powerful AI-driven attacks.

“Many people have claimed that with AI-assisted bug finding, secure code will be impossible,” Buterin wrote. “I have a much more optimistic take, and AI-assisted formal verification is a major part of the reason why.”

Formal verification is the practice of writing mathematical proofs about code that can be checked automatically by a computer. Rather than testing software and hoping bugs do not appear, developers write proofs that mathematically guarantee a piece of code behaves exactly as intended under all conditions.

Many people have claimed that with AI-assisted bug finding, secure code (and hence trustless anything) will be impossible. I have a much more optimistic take, and AI-assisted formal verification is a major part of the reason why: https://t.co/0ceMBZ6uqj

The technology has existed for decades but remained niche because writing these proofs by hand is extremely difficult and time-consuming. Buterin’s argument is that AI changes this equation dramatically. AI can write both the code and the proofs, while humans simply verify that the statements being proved match what they actually want the software to do.

He described this combination as what researcher Yoichi Hirai calls “the final form of software development.”

Buterin pointed to several areas where formal verification is already being applied within Ethereum’s development ecosystem. These include quantum-resistant signatures, STARK proof systems, consensus algorithms, and ZK-EVMs, all areas where the security properties are simple to define even though the underlying code is extraordinarily complex.

Projects like Arklib are working toward a fully formally verified STARK implementation. The evm-asm project is building an entire EVM written directly in RISC-V assembly, verified mathematically against a human-readable reference implementation. Byzantine fault-tolerant consensus protocols are also being formally specified and verified in Lean.

The main insight is that for these systems the gap between what the code does and what it is supposed to do can be closed with mathematical certainty rather than probabilistic testing.

Buterin was careful not to overstate the case. Formal verification has real failure modes. Proofs can be written about only part of a system while critical bugs hide in unverified sections. Developers can forget to specify properties that matter. The formal specification itself can be wrong. Hardware vulnerabilities like side-channel attacks can bypass even mathematically correct software.

“Provable correctness does not prove that software is correct in the way most human beings understand correctness,” he wrote. What formal verification actually does is allow developers to express their intentions in multiple different redundant ways and automatically check that all those expressions are compatible with each other.

Buterin described an optimistic future where software splits into two layers. An insecure edge layer handles lower-stakes functions, runs in sandboxes, and operates with minimal permissions. A secure core handles everything critical, including Ethereum itself, operating system kernels, and sensitive IoT infrastructure.

The secure core is kept deliberately small and subjected to aggressive formal verification. AI brings the computational power to make verification practical at scale. The result is not software with zero bugs but software where the most critical components can be trusted with mathematical confidence rather than hope.

“Defenders finally have a chance to win, decisively,” he concluded, citing Mozilla’s own experience hardening its codebase against AI-assisted attack tools.",news:coinpedia,https://coinpedia.org/news/ethereums-vitalik-buterin-explains-how-ai-could-make-smart-contracts-truly-secure/,ETH,asset_eth,asset,Ethereum|AI,regulation_macro,regulation,market_wide,human_review,medium,68.0,65,80.0,80,85,2,1,,,,T2,market_wide_or_policy_event,macro_policy,,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00134,news:1023:5acbf76607abcf59,2026-05-19 07:20:00 UTC+8,2026-05-18T23:20:00Z,2026-05-19 07:20:00 UTC+8,2026-05-19 07:20:00 UTC+8,2026-05-18T23:20:00Z,2026-05-19 07:20:00 UTC+8,UTC,source_rule:news:cryptonews,Revolut launches first physical crypto card,"Revolut launched its first physical crypto card on May 18, a Dogecoin-themed LED card for the UK and EEA.

Revolut announced on May 18 that it is launching its first physical crypto card, a Dogecoin-themed debit card with an LED display that illuminates at the point of payment. The card works anywhere Visa and Mastercard are accepted, with an initial rollout in the UK and EEA.

Our first physical crypto card: – Dogeeeeeeeee – Zero exchange fees – LED lights up when you tap to pay – Spend everywhere Visa and Mastercard are accepted Available in the UK and EEA (except Hungary, Switzerland and Portugal). Initial supplies may be limited. Crypto card…

The firm said there are no additional exchange fees on crypto payments, though transactions are subject to real-time exchange rates at the point of purchase and may create tax obligations depending on local rules. Revolut converts users’ crypto to fiat automatically at checkout, meaning merchants receive standard settlement currency without touching digital assets directly.

The physical card links to users’ crypto balances and handles the conversion in the background. That removes the primary friction point that has kept crypto spending separate from everyday consumer finance: the need to manually convert before each purchase. Spending limits include a £100,000 cap per transaction and a maximum of 100 exchanges within any 24-hour period.

As crypto.news reported just days earlier, Revolut also secured FCA permissions for leveraged investment products, discretionary portfolio management, and advisory services.

The crypto card launch sits within a broader regulatory and product expansion that also includes its full UK banking licence received in March 2026 and a US banking charter application filed the same month. Revolut serves over 70 million users globally.

Revolut’s distribution scale is the headline fact here. As crypto.news documented in its crypto cards guide, consumer appetite for crypto-linked debit products has grown steadily in 2026 alongside regulatory clarity. Adding a physical card to a 70-million-user platform creates a potential mass adoption vehicle that most crypto-native card products have lacked.

The company’s earlier US banking licence application signals the card will eventually expand beyond the UK and EEA, potentially bringing crypto spending to one of the world’s largest consumer markets.

Tax treatment remains the main practical barrier: crypto payments are taxable sale events in most jurisdictions, meaning frequent spenders need clear record-keeping infrastructure to manage cost basis and gains.",news:cryptonews,https://crypto.news/revolut-launches-first-physical-crypto-card/,DOGE,asset_doge,asset,Dogecoin|Revolut|Crypto Card,project_business,payment_adoption,market_wide,human_review,medium,67.5,55,90.0,80,85,2,1,,,,T2,market_wide_or_policy_event,macro_policy,,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00079,news:2012:c5a057a47f1d5136,2026-05-19 08:34:50 UTC+8,2026-05-19T00:34:50Z,2026-05-19 08:34:50 UTC+8,2026-05-19 08:34:50 UTC+8,2026-05-19T00:34:50Z,2026-05-19 08:34:50 UTC+8,Asia/Shanghai,default_china,Ondo项目方多签钱包过去2个月向Coinbase等交易所累计转移超3.28亿枚ONDO,据链上分析师余烬监测，在过去 2 个月时间里，Ondo 项目方的多签钱包就向 Coinbase 等交易所累计转移了超过 3.28 亿枚 ONDO (9842 万美元)。,news:odaily_exchange_gap,https://www.odaily.news/zh-CN/newsflash/482310,ONDO,asset_ondo,asset,Ondo|US Dollar|Coinbase|Wallet,whale_position,whale_wallet_position,market_wide,human_review,medium,67.0,75,70.0,80,70,2,2,,,,T1,direct_asset_event_with_price,alpha_candidate,candidate_asset_mismatch,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00098,news:2012:99901605d5dbd92d,2026-05-19 08:11:04 UTC+8,2026-05-19T00:11:04Z,2026-05-19 08:11:04 UTC+8,2026-05-19 08:11:04 UTC+8,2026-05-19T00:11:04Z,2026-05-19 08:11:04 UTC+8,Asia/Shanghai,default_china,WorldCoin团队将1318枚WLD存入Coinbase,据 Onchain Lens 监测，WorldCoin 团队将 1318 枚 WLD 存入 Coinbase，价值 309 万美元。,news:odaily_exchange_gap,https://www.odaily.news/zh-CN/newsflash/482295,WLD,asset_wld,asset,Worldcoin|US Dollar|Coinbase,whale_position,whale_wallet_position,market_wide,human_review,medium,67.0,75,70.0,80,70,2,1,,,,T1,direct_asset_event_with_price,alpha_candidate,candidate_asset_mismatch,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00023,2056555401248977196,2026-05-19 09:59:51 UTC+8,2026-05-19T01:59:51Z,2026-05-19 09:59:51 UTC+8,2026-05-19 09:59:51 UTC+8,2026-05-19T01:59:51Z,2026-05-19 09:59:51 UTC+8,Asia/Shanghai,source_rule:webhook,比特币ETF总净流出达6.49亿美元，创2026年第三大流出,币界网消息，5月18日比特币ETF总净流出为6.4861亿美元，成为2026年第三大流出。其中，黑石的$IBIT流出4.4833亿美元，富达的$FBTC流出6342万美元，Bitwise的$BITB流出916万美元，ARK的$ARKB流出1.0964亿美元，Invesco的$BTCO流出382万美元，Franklin的$EZBC流出665万美元，Vaneck的$HODL流出759万美元，WisdomTree和Grayscale的多个产品均未出现流出。,webhook,,BTC,asset_btc,asset,Bitcoin|BlackRock|US Dollar|ETF|Bitwise,institutional_flow,etf_or_fund_flow,market_wide,human_review,medium,66.75,70,85.0,80,85,1,1,,,,T2,market_wide_or_policy_event,macro_policy,,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00029,2056552767158878551,2026-05-19 09:49:23 UTC+8,2026-05-19T01:49:23Z,2026-05-19 09:49:23 UTC+8,2026-05-19 09:49:23 UTC+8,2026-05-19T01:49:23Z,2026-05-19 09:49:23 UTC+8,Asia/Shanghai,source_rule:webhook,Defillama：Hyperliquid仍维持链上永续合约市场领先地位,币界网消息，据Defillama发文，尽管永续合约交易量较今年早些时候有所下降，但Hyperliquid仍维持链上永续合约市场的领先地位，月度交易量至少为第二名链的2倍。Defillama图表显示，Solana在5月升至永续合约交易量第二大链，市场份额超过10%。,webhook,,HYPE,asset_hype,asset,Solana|Hyperliquid|DefiLlama,onchain_data,protocol_metric,single_asset,human_review,medium,66.25,80,85.0,80,50,1,0,,,,T1,direct_asset_event_with_price,alpha_candidate,"multiple_assets_detected,candidate_asset_mismatch",unknown_event_type,BTC_ETH_BLEND,token_event_uses_blended_btc_eth,,,,,
cand_00213,news:1023:a012891aa1151cb0,2026-05-19 05:45:00 UTC+8,2026-05-18T21:45:00Z,2026-05-19 05:45:00 UTC+8,2026-05-19 05:45:00 UTC+8,2026-05-18T21:45:00Z,2026-05-19 05:45:00 UTC+8,UTC,source_rule:news:cryptonews,Shiba Inu sees 3b SHIB hit exchanges,"Shiba Inu saw billions of SHIB hit exchanges on May 18 as crypto market liquidations accelerated.

On-chain exchange flow data tracked by CoinGlass shows SHIB open interest at $61.2 million on May 18, with $42,485 in futures positions liquidated in the 24-hour session. The inflow spike coincided with wider crypto market liquidations as leveraged long positions were unwound across multiple assets.

SHIB was trading at $0.00000567 at time of writing, down roughly 10% on the week. The token is 54% lower over the past 12 months and well below its all-time high of $0.00008616.

Exchange reserve data showed assets on Binance alone reaching 61.8 trillion tokens, a marked rise since March as profit-takers moved holdings onto platforms ahead of potential distribution.

Tokens moved onto exchanges are one step from the open market and available for immediate liquidation. The spike in SHIB inflows creates a mechanical increase in available sell-side supply, which typically suppresses price during periods of weak demand.

As crypto.news reported , institutional and whale-level SHIB transactions surged 111% earlier in 2026, indicating large holders are actively repositioning rather than holding passively.

Meme coins have faced persistent pressure throughout 2026. Bitcoin’s 22% decline in Q1 tightened conditions across speculative assets, with SHIB bearing the brunt alongside other high-beta tokens. The token’s 589 trillion circulating supply gives it limited leverage from burn activity, as individual whale distribution events can rapidly absorb months of supply reduction.

Stabilisation requires demand to absorb incoming supply rather than sellers finding a thin order book. As crypto.news noted in its Shibarium upgrade analysis, on-chain adoption remains uneven and without acceleration in utility metrics, upside moves in SHIB continue to struggle.

A Fully Homomorphic Encryption upgrade planned for Q2 2026 through cryptography firm Zama could add a privacy dimension, but near-term price action depends on whether these exchange inflows reverse.

The broader context for meme coin behaviour in 2026 was covered by crypto.news in its analysis of how on-chain activity spikes often precede continued downside rather than reversals.",news:cryptonews,https://crypto.news/shiba-inu-sees-3b-shib-hit-exchanges/,SHIB,asset_shib,asset,Bitcoin|Shiba Inu|Binance|Whale,institutional_flow,etf_or_fund_flow,single_asset,human_review,medium,66.25,80,85.0,80,50,1,0,,,,T3,default_research_only,research_only,"multiple_assets_detected,candidate_asset_mismatch",market_wide_event,BTC_ETH_BLEND,token_event_uses_blended_btc_eth,,,,,
cand_00178,2056499804675735762,2026-05-19 06:18:56 UTC+8,2026-05-18T22:18:56Z,2026-05-19 06:18:56 UTC+8,2026-05-19 06:18:56 UTC+8,2026-05-18T22:18:56Z,2026-05-19 06:18:56 UTC+8,Asia/Shanghai,source_rule:webhook,美国司法部：俄亥俄州居民因加密庞氏骗局被判9年监禁,币界网消息，美国司法部表示，俄亥俄州居民Rathnakishore Giri因运营加密货币投资庞氏骗局被判处9年监禁及3年监督释放。根据法庭文件，Giri以擅长比特币衍生品交易为名，向投资者承诺“保本高收益”，累计骗取超过1000万美元资金，并使用新投资者资金向早期投资者兑付。Giri已于2024年10月承认一项电信欺诈罪名，但在等待量刑期间仍继续向加密投资者募资，并造成新增受害者损失。,webhook,,BTC,asset_btc,asset,Bitcoin|US Dollar,legal_enforcement,fraud_or_enforcement,single_asset,human_review,medium,65.25,65,85.0,80,85,1,0,,,,T3,indirect_or_research_only,research_only,,market_wide_event,ETHUSDT,btc_event_uses_eth_or_market_basket,,,,,
cand_00183,2056498816019300383,2026-05-19 06:15:00 UTC+8,2026-05-18T22:15:00Z,2026-05-19 06:15:00 UTC+8,2026-05-19 06:15:00 UTC+8,2026-05-18T22:15:00Z,2026-05-19 06:15:00 UTC+8,Asia/Shanghai,source_rule:webhook,明尼苏达州银行可提供比特币保管服务,币界网消息，明尼苏达州州长Tim Walz签署了第3709号法案，允许州特许银行和信用合作社。,webhook,,BTC,asset_btc,asset,Bitcoin,project_business,payment_adoption,single_asset,human_review,medium,65.25,65,85.0,80,85,1,0,,,,T3,indirect_or_research_only,research_only,,unknown_event_type,ETHUSDT,btc_event_uses_eth_or_market_basket,,,,,
cand_00423,2056429362757648764,2026-05-19 01:39:01 UTC+8,2026-05-18T17:39:01Z,2026-05-19 01:39:01 UTC+8,2026-05-19 01:39:01 UTC+8,2026-05-18T17:39:01Z,2026-05-19 01:39:01 UTC+8,Asia/Shanghai,source_rule:webhook,"🚨MORE ETHEREUM FOUNDATION RESEARCHERS RESIGN

Ethereum Foundation researchers Carl Beek and Julian Ma have resigned, add","🚨MORE ETHEREUM FOUNDATION RESEARCHERS RESIGN

Ethereum Foundation researchers Carl Beek and Julian Ma have resigned, adding to a wider wave of exits.

Recent departures also include Protocol team figures Barnabé Monnot and Tim Beiko, Protocol Guild organizer Trent Van Epps, and former Protocol co-lead Alex Stokes, who announced a sabbatical earlier this month.

Why?",webhook,,ETH,asset_eth,asset,Ethereum|Foundation,project_business,foundation_team,single_asset,human_review,medium,65.25,65,85.0,80,85,1,0,,,,T3,indirect_or_research_only,research_only,,unknown_event_type,BTCUSDT,eth_event_uses_btc_or_market_basket,,,,,
cand_00457,2056422137951371638,2026-05-19 01:10:18 UTC+8,2026-05-18T17:10:18Z,2026-05-19 01:10:18 UTC+8,2026-05-19 01:10:18 UTC+8,2026-05-18T17:10:18Z,2026-05-19 01:10:18 UTC+8,Asia/Shanghai,source_rule:webhook,"🔥 UPDATE: Solana’s RWA market just crossed $2.8B, a new all-time high. https://t.co/cUH5EbjwVi","🔥 UPDATE: Solana’s RWA market just crossed $2.8B, a new all-time high. https://t.co/cUH5EbjwVi",webhook,,SOL,asset_sol,asset,Solana|RWA,project_business,rwa_tokenization,single_asset,human_review,medium,65.25,65,85.0,80,85,1,0,,,,T3,indirect_or_research_only,research_only,,unknown_event_type,BTC_ETH_BLEND,token_event_uses_blended_btc_eth,,,,,
cand_00142,2056510635475599478,2026-05-19 07:01:58 UTC+8,2026-05-18T23:01:58Z,2026-05-19 07:01:58 UTC+8,2026-05-19 07:01:58 UTC+8,2026-05-18T23:01:58Z,2026-05-19 07:01:58 UTC+8,Asia/Shanghai,source_rule:webhook,加密市场24小时清算金额达8.55亿美元,币界网消息，据Cointelegraph报道，过去24小时内，加密市场的清算金额达8.549亿美元，其中超过7.41亿美元来自多头头寸的清算。,webhook,,,macro_usd,macro,US Dollar,whale_position,whale_wallet_position,market_wide,human_review,medium,64.75,75,75.0,80,75,1,0,,,,T1,direct_asset_event_with_price,alpha_candidate,,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00329,2056457321799377121,2026-05-19 03:30:07 UTC+8,2026-05-18T19:30:07Z,2026-05-19 03:30:07 UTC+8,2026-05-19 03:30:07 UTC+8,2026-05-18T19:30:07Z,2026-05-19 03:30:07 UTC+8,Asia/Shanghai,source_rule:webhook,Messari报告：2026年Q1 Solana链上应用总收入达3.422亿美元,币界网消息，据Messari报告，2026年第一季度，Solana链上应用总收入（chain gdp）为3.422亿美元，其中Pumpfun收入达1.247亿美元，仍为收入最高的应用。同期，真实经济价值（rev）下降1%至8950万美元，在所有网络中仅次于Hyperliquid。同时，Solana DeFi TVL下降22%至61.6亿美元，主要受SOL价格下跌33%影响，而非用户流失所致。,webhook,,SOL,asset_sol,asset,Solana|Hyperliquid|US Dollar|DeFi|Messari,onchain_data,protocol_metric,market_wide,human_review,medium,64.75,70,85.0,80,65,1,0,,,,T1,direct_asset_event_with_price,alpha_candidate,"multiple_assets_detected,possible_price_recap",market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00357,news:1023:47c2fa71d3005585,2026-05-19 03:00:00 UTC+8,2026-05-18T19:00:00Z,2026-05-19 03:00:00 UTC+8,2026-05-19 03:00:00 UTC+8,2026-05-18T19:00:00Z,2026-05-19 03:00:00 UTC+8,UTC,source_rule:news:cryptonews,"ZachXBT offers $10,000 bounty for evidence against Hong Kong market maker HSBG","ZachXBT is offering up to $10,000 for insider evidence that Hong Kong market maker HSBG manipulated centralized exchange markets, including trades around RIVER.

On-chain sleuth ZachXBT has announced a bounty of up to $10,000 for whistleblowers who can provide credible insider evidence of market manipulation tied to Hong Kong market maker “Heisenberg Guru” (HSBG). In a post shared via his investigations channel, he claimed that HSBG has been involved in “multiple market manipulation incidents” on centralized exchanges, singling out trading around the token RIVER as one of the affected markets.

JUST IN: @zachxbt is offering up to $10K for intel on Hong Kong market maker Heisenberg Guru, also known as HSBG, over alleged links to multiple CEX market manipulation incidents, including $RIVER . pic.twitter.com/Y1xrTJoAuP

According to his statement, the goal of the bounty is to surface hard evidence that could substantiate or refute suspicions circulating in trading circles about HSBG’s tactics on order books. By explicitly framing the offer around “insider information,” ZachXBT is clearly aiming to reach people who have worked with, or inside, the market-making operation and have direct visibility into its strategies and instructions.

He also emphasized that the maximum payout is “up to” $10,000, implying that rewards will scale with the quality, relevance, and verifiability of the submissions rather than being a flat fee. That structure mirrors how he has handled other crowdsourced investigations, where documentation that can be independently confirmed often receives higher compensation than anonymous accusations.

In his call for information, ZachXBT named “Sion” and “Chao” as core members of the HSBG operation, effectively putting specific individuals, rather than just a trading handle, under the spotlight. He suggested that a broad range of materials could be eligible for rewards, including chat records, contracts, and other internal communications that shed light on how HSBG coordinates trading activity on centralized exchanges.

Potential whistleblowers are being asked to submit tips by sending him a private message on X, where he runs most of his public-facing investigative work. While he did not outline an explicit verification process in the initial announcement, his prior investigations have typically involved cross-checking on-chain data, platform logs, and corroborating testimony before publishing detailed reports.

The move underlines the growing role of independent on-chain investigators in policing grey-zone behavior in crypto markets, particularly in areas like thinly traded CEX listings where formal enforcement remains patchy. If the bounty surfaces credible documentation of manipulation linked to HSBG or any associated accounts, it could increase pressure on exchanges to revisit their relationships with certain market makers and potentially spur regulators to take a closer look at trading practices in the Hong Kong-linked segment of the market.",news:cryptonews,https://crypto.news/zachxbt-offers-10000-bounty-for-evidence-against-hong-kong-market-maker-hsbg/,,actor_zachxbt,actor,ZachXBT,hack_security,protocol_incident,market_wide,human_review,medium,64.75,80,75.0,80,60,1,0,,,,T1,direct_asset_event_with_price,alpha_candidate,,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
cand_00095,news:2012:7cf081c1ae690285,2026-05-19 08:15:34 UTC+8,2026-05-19T00:15:34Z,2026-05-19 08:15:34 UTC+8,2026-05-19 08:15:34 UTC+8,2026-05-19T00:15:34Z,2026-05-19 08:15:34 UTC+8,Asia/Shanghai,default_china,美SEC或最快本周推出代币化股票监管框架，华尔街加速布局链上证券,美国证监会（SEC）正准备推出一项针对代币化股票交易的新监管框架，最快可能于本周公布，据悉 SEC 正研究一项“创新豁免”机制，允许交易平台在更宽松的监管条件下提供上市证券的链上数字版本交易。此举被视为美国监管机构进一步转向支持代币化证券的重要信号。目前多家华尔街机构已加速布局相关业务。美国存管信托与清算公司美国存管信托与清算公司（DTCC）计划于 7 月启动代币化资产有限生产交易，并于 10 月扩大推广；纳斯达克纳斯达克正在开发基于区块链的股票发行框架；洲际交易所洲际交易所（ICE）则通过与 OKXOKX 合作推进代币化股票及加密相关产品。SEC 主席 Paul Atkins 此前表示，美国证监会正考虑为链上交易系统、区块链结算基础设施及加密托管模型制定正式规则，并认为现有证券法规已难以适配集交易、清算与结算于一体的链上协议。（CoinDesk）,news:odaily_exchange_gap,https://www.odaily.news/zh-CN/newsflash/482299,,org_sec,regulator,SEC|Nasdaq|RWA,regulation_macro,regulation,market_wide,human_review,medium,64.5,65,70.0,80,75,2,1,,,,T2,market_wide_or_policy_event,macro_policy,,market_wide_event,market_wide_separate,market_wide_events_need_separate_evaluation,,,,,
